producer,producerStageOrder,consumer,consumerStageOrder,producerStorageType,producerTasksPerNode,consumerStorageType,consumerTasksPerNode,SPM,producerSPM,consumerSPM
sifting,2.0,stage_out-sifting,2.5,ssd,1,tmpfs-tmpfs,5,220.57431065025318,0.0050996086559094945,220.56921104159727
sifting,2.0,stage_out-sifting,2.5,ssd,2,tmpfs-tmpfs,5,220.57618346621763,0.006972424620365357,220.56921104159727
sifting,2.0,stage_out-sifting,2.5,ssd,5,tmpfs-tmpfs,5,220.5841852370846,0.014974195487332097,220.56921104159727
sifting,2.0,stage_out-sifting,2.5,tmpfs,1,beegfs-tmpfs,5,659.9156399922053,0.0008316581374842591,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,tmpfs,2,beegfs-tmpfs,5,659.9157195326989,0.0009111986309704894,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,tmpfs,5,beegfs-tmpfs,5,659.9159358564291,0.00112752236117663,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,beegfs,1,beegfs-tmpfs,5,659.9166518159728,0.0018434819049489102,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,beegfs,2,beegfs-tmpfs,5,659.917635680118,0.0028273460501815765,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,beegfs,5,beegfs-tmpfs,5,659.9191069569418,0.004298622874041617,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,ssd,1,beegfs-tmpfs,5,659.9199079427237,0.0050996086559094945,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,ssd,2,beegfs-tmpfs,5,659.9217807586882,0.006972424620365357,659.9148083340679
sifting,2.0,stage_out-sifting,2.5,ssd,5,beegfs-tmpfs,5,659.9297825295552,0.014974195487332097,659.9148083340679
sifting,2.0,mutation_overlap,3.0,tmpfs,1,ssd,1,0.04703660617461389,0.0008316581374842591,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,tmpfs,2,ssd,1,0.047116146668100115,0.0009111986309704895,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,tmpfs,5,ssd,1,0.04733247039830626,0.00112752236117663,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,1,ssd,1,0.047926251169298544,0.001721303132168914,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,beegfs,1,ssd,1,0.04804842994207854,0.0018434819049489102,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,2,ssd,1,0.04808455660343924,0.0018796085663096104,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,5,ssd,1,0.048544888176909176,0.0023399401397795456,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,beegfs,2,ssd,1,0.049032294087311204,0.002827346050181577,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,beegfs,1,ssd,1,0.05001674564336348,0.0038117976062338544,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,beegfs,5,ssd,1,0.05050357091117125,0.004298622874041617,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,ssd,1,ssd,1,0.05130455669303912,0.0050996086559094945,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,beegfs,2,ssd,1,0.05194888944069069,0.005743941403561062,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,ssd,2,ssd,1,0.05317737265749498,0.006972424620365357,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,beegfs,5,ssd,1,0.05495336418886942,0.00874841615173979,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,ssd,1,ssd,1,0.05675352048484518,0.010548572447715553,0.04620494803712963
individuals_merge,2.0,mutation_overlap,3.0,ssd,2,ssd,1,0.060531100536788535,0.014326152499658908,0.04620494803712963
sifting,2.0,mutation_overlap,3.0,ssd,5,ssd,1,0.06117914352446173,0.014974195487332097,0.04620494803712963
sifting,2.0,frequency,3.0,tmpfs,1,ssd,1,0.06737566073636594,0.0008316581374842591,0.06654400259888169
sifting,2.0,frequency,3.0,tmpfs,2,ssd,1,0.06745520122985217,0.0009111986309704895,0.06654400259888169
sifting,2.0,frequency,3.0,tmpfs,5,ssd,1,0.06767152496005832,0.00112752236117663,0.06654400259888169
sifting,2.0,mutation_overlap,3.0,tmpfs,1,tmpfs,1,0.06799915123746651,0.0008316581374842591,0.06716749309998225
sifting,2.0,mutation_overlap,3.0,tmpfs,2,tmpfs,1,0.06807869173095274,0.0009111986309704895,0.06716749309998225
individuals_merge,2.0,frequency,3.0,tmpfs,1,ssd,1,0.0682653057310506,0.001721303132168914,0.06654400259888169
sifting,2.0,mutation_overlap,3.0,tmpfs,5,tmpfs,1,0.06829501546115889,0.00112752236117663,0.06716749309998225
sifting,2.0,frequency,3.0,beegfs,1,ssd,1,0.0683874845038306,0.0018434819049489102,0.06654400259888169
individuals_merge,2.0,frequency,3.0,tmpfs,2,ssd,1,0.0684236111651913,0.0018796085663096104,0.06654400259888169
individuals_merge,2.0,frequency,3.0,tmpfs,5,ssd,1,0.06888394273866123,0.0023399401397795456,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,1,tmpfs,1,0.06888879623215116,0.001721303132168914,0.06716749309998225
sifting,2.0,mutation_overlap,3.0,beegfs,1,tmpfs,1,0.06901097500493117,0.0018434819049489102,0.06716749309998225
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,2,tmpfs,1,0.06904710166629187,0.0018796085663096104,0.06716749309998225
sifting,2.0,frequency,3.0,beegfs,2,ssd,1,0.06937134864906326,0.002827346050181577,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,5,tmpfs,1,0.0695074332397618,0.0023399401397795456,0.06716749309998225
sifting,2.0,mutation_overlap,3.0,beegfs,2,tmpfs,1,0.06999483915016383,0.002827346050181577,0.06716749309998225
individuals_merge,2.0,frequency,3.0,beegfs,1,ssd,1,0.07035580020511555,0.0038117976062338544,0.06654400259888169
sifting,2.0,frequency,3.0,beegfs,5,ssd,1,0.0708426254729233,0.004298622874041617,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,beegfs,1,tmpfs,1,0.07097929070621611,0.0038117976062338544,0.06716749309998225
sifting,2.0,mutation_overlap,3.0,beegfs,5,tmpfs,1,0.07146611597402387,0.004298622874041617,0.06716749309998225
sifting,2.0,frequency,3.0,ssd,1,ssd,1,0.07164361125479118,0.0050996086559094945,0.06654400259888169
sifting,2.0,mutation_overlap,3.0,ssd,1,tmpfs,1,0.07226710175589175,0.0050996086559094945,0.06716749309998225
individuals_merge,2.0,frequency,3.0,beegfs,2,ssd,1,0.07228794400244275,0.005743941403561062,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,beegfs,2,tmpfs,1,0.07291143450354332,0.005743941403561062,0.06716749309998225
sifting,2.0,frequency,3.0,ssd,2,ssd,1,0.07351642721924705,0.006972424620365357,0.06654400259888169
sifting,2.0,mutation_overlap,3.0,ssd,2,tmpfs,1,0.07413991772034761,0.006972424620365357,0.06716749309998225
individuals_merge,2.0,frequency,3.0,beegfs,5,ssd,1,0.07529241875062148,0.00874841615173979,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,beegfs,5,tmpfs,1,0.07591590925172204,0.00874841615173979,0.06716749309998225
individuals_merge,2.0,mutation_overlap,3.0,ssd,5,ssd,1,0.07700048654999024,0.03079553851286061,0.04620494803712963
individuals_merge,2.0,frequency,3.0,ssd,1,ssd,1,0.07709257504659724,0.010548572447715553,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,ssd,1,tmpfs,1,0.0777160655476978,0.010548572447715553,0.06716749309998225
sifting,2.0,mutation_overlap,3.0,tmpfs,1,ssd,2,0.08010163869982345,0.0008316581374842591,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,tmpfs,2,ssd,2,0.08018117919330968,0.0009111986309704895,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,tmpfs,5,ssd,2,0.08039750292351583,0.00112752236117663,0.07926998056233919
individuals_merge,2.0,frequency,3.0,ssd,2,ssd,1,0.08087015509854059,0.014326152499658908,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,1,ssd,2,0.0809912836945081,0.001721303132168914,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,beegfs,1,ssd,2,0.08111346246728811,0.0018434819049489102,0.07926998056233919
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,2,ssd,2,0.08114958912864881,0.0018796085663096104,0.07926998056233919
individuals_merge,2.0,mutation_overlap,3.0,ssd,2,tmpfs,1,0.08149364559964116,0.014326152499658908,0.06716749309998225
sifting,2.0,frequency,3.0,ssd,5,ssd,1,0.08151819808621379,0.014974195487332097,0.06654400259888169
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,5,ssd,2,0.08160992070211874,0.0023399401397795456,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,beegfs,2,ssd,2,0.08209732661252077,0.002827346050181577,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,ssd,5,tmpfs,1,0.08214168858731435,0.014974195487332097,0.06716749309998225
sifting,2.0,mutation_overlap,3.0,tmpfs,1,tmpfs,2,0.08280929656931342,0.0008316581374842591,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,tmpfs,2,tmpfs,2,0.08288883706279965,0.0009111986309704895,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,beegfs,1,ssd,2,0.08308177816857305,0.0038117976062338544,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,tmpfs,5,tmpfs,2,0.0831051607930058,0.00112752236117663,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,beegfs,5,ssd,2,0.08356860343638081,0.004298622874041617,0.07926998056233919
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,1,tmpfs,2,0.08369894156399807,0.001721303132168914,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,beegfs,1,tmpfs,2,0.08382112033677808,0.0018434819049489102,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,2,tmpfs,2,0.08385724699813878,0.0018796085663096104,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,5,tmpfs,2,0.08431757857160871,0.0023399401397795456,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,ssd,1,ssd,2,0.08436958921824869,0.0050996086559094945,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,beegfs,2,tmpfs,2,0.08480498448201074,0.002827346050181577,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,beegfs,2,ssd,2,0.08501392196590025,0.005743941403561062,0.07926998056233919
individuals_merge,2.0,mutation_overlap,3.0,beegfs,1,tmpfs,2,0.08578943603806302,0.0038117976062338544,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,ssd,2,ssd,2,0.08624240518270455,0.006972424620365357,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,beegfs,5,tmpfs,2,0.08627626130587078,0.004298622874041617,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,ssd,1,tmpfs,2,0.08707724708773866,0.0050996086559094945,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,beegfs,2,tmpfs,2,0.08772157983539022,0.005743941403561062,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,beegfs,5,ssd,2,0.08801839671407899,0.00874841615173979,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,ssd,2,tmpfs,2,0.08895006305219452,0.006972424620365357,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,ssd,1,ssd,2,0.08981855301005474,0.010548572447715553,0.07926998056233919
individuals_merge,2.0,mutation_overlap,3.0,beegfs,5,tmpfs,2,0.09072605458356894,0.00874841615173979,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,tmpfs,1,tmpfs,5,0.09131214326796352,0.0008316581374842591,0.09048048513047927
sifting,2.0,mutation_overlap,3.0,tmpfs,2,tmpfs,5,0.09139168376144975,0.0009111986309704895,0.09048048513047927
sifting,2.0,mutation_overlap,3.0,tmpfs,5,tmpfs,5,0.0916080074916559,0.00112752236117663,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,1,tmpfs,5,0.09220178826264817,0.001721303132168914,0.09048048513047927
sifting,2.0,mutation_overlap,3.0,beegfs,1,tmpfs,5,0.09232396703542818,0.0018434819049489102,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,2,tmpfs,5,0.09236009369678888,0.0018796085663096104,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,ssd,1,tmpfs,2,0.09252621087954471,0.010548572447715553,0.08197763843182916
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,5,tmpfs,5,0.09282042527025881,0.0023399401397795456,0.09048048513047927
sifting,2.0,mutation_overlap,3.0,beegfs,2,tmpfs,5,0.09330783118066084,0.002827346050181577,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,ssd,2,ssd,2,0.0935961330619981,0.014326152499658908,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,ssd,5,ssd,2,0.0942441760496713,0.014974195487332097,0.07926998056233919
individuals_merge,2.0,mutation_overlap,3.0,beegfs,1,tmpfs,5,0.09429228273671313,0.0038117976062338544,0.09048048513047927
sifting,2.0,mutation_overlap,3.0,beegfs,5,tmpfs,5,0.09477910800452088,0.004298622874041617,0.09048048513047927
sifting,2.0,mutation_overlap,3.0,ssd,1,tmpfs,5,0.09558009378638876,0.0050996086559094945,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,beegfs,2,tmpfs,5,0.09622442653404033,0.005743941403561062,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,ssd,2,tmpfs,2,0.09630379093148807,0.014326152499658908,0.08197763843182916
sifting,2.0,mutation_overlap,3.0,ssd,5,tmpfs,2,0.09695183391916126,0.014974195487332097,0.08197763843182916
individuals_merge,2.0,frequency,3.0,ssd,5,ssd,1,0.0973395411117423,0.03079553851286061,0.06654400259888169
sifting,2.0,mutation_overlap,3.0,ssd,2,tmpfs,5,0.09745290975084463,0.006972424620365357,0.09048048513047927
individuals_merge,2.0,mutation_overlap,3.0,ssd,5,tmpfs,1,0.09796303161284287,0.03079553851286061,0.06716749309998225
individuals_merge,2.0,mutation_overlap,3.0,beegfs,5,tmpfs,5,0.09922890128221906,0.00874841615173979,0.09048048513047927
sifting,2.0,frequency,3.0,tmpfs,1,tmpfs,1,0.10081028907698561,0.0008316581374842591,0.09997863093950135
sifting,2.0,frequency,3.0,tmpfs,2,tmpfs,1,0.10088982957047184,0.0009111986309704895,0.09997863093950135
individuals_merge,2.0,mutation_overlap,3.0,ssd,1,tmpfs,5,0.10102905757819482,0.010548572447715553,0.09048048513047927
sifting,2.0,frequency,3.0,tmpfs,5,tmpfs,1,0.10110615330067799,0.00112752236117663,0.09997863093950135
individuals_merge,2.0,frequency,3.0,tmpfs,1,tmpfs,1,0.10169993407167026,0.001721303132168914,0.09997863093950135
sifting,2.0,frequency,3.0,beegfs,1,tmpfs,1,0.10182211284445027,0.0018434819049489102,0.09997863093950135
individuals_merge,2.0,frequency,3.0,tmpfs,2,tmpfs,1,0.10185823950581097,0.0018796085663096104,0.09997863093950135
individuals_merge,2.0,frequency,3.0,tmpfs,5,tmpfs,1,0.1023185710792809,0.0023399401397795456,0.09997863093950135
sifting,2.0,frequency,3.0,beegfs,2,tmpfs,1,0.10280597698968293,0.002827346050181577,0.09997863093950135
individuals_merge,2.0,frequency,3.0,beegfs,1,tmpfs,1,0.10379042854573521,0.0038117976062338544,0.09997863093950135
sifting,2.0,frequency,3.0,beegfs,5,tmpfs,1,0.10427725381354297,0.004298622874041617,0.09997863093950135
individuals_merge,2.0,mutation_overlap,3.0,ssd,2,tmpfs,5,0.10480663763013817,0.014326152499658908,0.09048048513047927
sifting,2.0,frequency,3.0,ssd,1,tmpfs,1,0.10507823959541085,0.0050996086559094945,0.09997863093950135
sifting,2.0,mutation_overlap,3.0,ssd,5,tmpfs,5,0.10545468061781137,0.014974195487332097,0.09048048513047927
individuals_merge,2.0,frequency,3.0,beegfs,2,tmpfs,1,0.10572257234306241,0.005743941403561062,0.09997863093950135
sifting,2.0,frequency,3.0,ssd,2,tmpfs,1,0.10695105555986671,0.006972424620365357,0.09997863093950135
sifting,2.0,frequency,3.0,tmpfs,1,ssd,2,0.10768348773359103,0.0008316581374842591,0.10685182959610677
sifting,2.0,frequency,3.0,tmpfs,2,ssd,2,0.10776302822707726,0.0009111986309704895,0.10685182959610677
sifting,2.0,frequency,3.0,tmpfs,5,ssd,2,0.1079793519572834,0.00112752236117663,0.10685182959610677
individuals_merge,2.0,frequency,3.0,tmpfs,1,ssd,2,0.10857313272827568,0.001721303132168914,0.10685182959610677
sifting,2.0,frequency,3.0,tmpfs,1,tmpfs,2,0.10857987861800295,0.0008316581374842591,0.10774822048051869
sifting,2.0,frequency,3.0,tmpfs,2,tmpfs,2,0.10865941911148917,0.0009111986309704895,0.10774822048051869
sifting,2.0,frequency,3.0,beegfs,1,ssd,2,0.10869531150105569,0.0018434819049489102,0.10685182959610677
individuals_merge,2.0,frequency,3.0,beegfs,5,tmpfs,1,0.10872704709124115,0.00874841615173979,0.09997863093950135
individuals_merge,2.0,frequency,3.0,tmpfs,2,ssd,2,0.10873143816241639,0.0018796085663096104,0.10685182959610677
sifting,2.0,frequency,3.0,tmpfs,5,tmpfs,2,0.10887574284169532,0.00112752236117663,0.10774822048051869
individuals_merge,2.0,frequency,3.0,tmpfs,5,ssd,2,0.10919176973588632,0.0023399401397795456,0.10685182959610677
individuals_merge,2.0,frequency,3.0,tmpfs,1,tmpfs,2,0.1094695236126876,0.001721303132168914,0.10774822048051869
sifting,2.0,frequency,3.0,beegfs,1,tmpfs,2,0.1095917023854676,0.0018434819049489102,0.10774822048051869
individuals_merge,2.0,frequency,3.0,tmpfs,2,tmpfs,2,0.1096278290468283,0.0018796085663096104,0.10774822048051869
sifting,2.0,frequency,3.0,beegfs,2,ssd,2,0.10967917564628835,0.002827346050181577,0.10685182959610677
individuals_merge,2.0,mutation_overlap,3.0,ssd,5,ssd,2,0.1100655190751998,0.03079553851286061,0.07926998056233919
sifting,2.0,mutation_overlap,3.0,tmpfs,1,ssd,5,0.11007468651080425,0.0008316581374842591,0.10924302837331999
individuals_merge,2.0,frequency,3.0,tmpfs,5,tmpfs,2,0.11008816062029823,0.0023399401397795456,0.10774822048051869
sifting,2.0,mutation_overlap,3.0,tmpfs,2,ssd,5,0.11015422700429048,0.0009111986309704895,0.10924302837331999
sifting,2.0,mutation_overlap,3.0,tmpfs,5,ssd,5,0.11037055073449663,0.00112752236117663,0.10924302837331999
individuals_merge,2.0,frequency,3.0,ssd,1,tmpfs,1,0.1105272033872169,0.010548572447715553,0.09997863093950135
sifting,2.0,frequency,3.0,beegfs,2,tmpfs,2,0.11057556653070026,0.002827346050181577,0.10774822048051869
individuals_merge,2.0,frequency,3.0,beegfs,1,ssd,2,0.11066362720234063,0.0038117976062338544,0.10685182959610677
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,1,ssd,5,0.1109643315054889,0.001721303132168914,0.10924302837331999
sifting,2.0,mutation_overlap,3.0,beegfs,1,ssd,5,0.11108651027826891,0.0018434819049489102,0.10924302837331999
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,2,ssd,5,0.11112263693962961,0.0018796085663096104,0.10924302837331999
sifting,2.0,frequency,3.0,beegfs,5,ssd,2,0.11115045247014839,0.004298622874041617,0.10685182959610677
individuals_merge,2.0,frequency,3.0,beegfs,1,tmpfs,2,0.11156001808675255,0.0038117976062338544,0.10774822048051869
individuals_merge,2.0,mutation_overlap,3.0,tmpfs,5,ssd,5,0.11158296851309954,0.0023399401397795456,0.10924302837331999
sifting,2.0,frequency,3.0,ssd,1,ssd,2,0.11195143825201627,0.0050996086559094945,0.10685182959610677
sifting,2.0,frequency,3.0,beegfs,5,tmpfs,2,0.1120468433545603,0.004298622874041617,0.10774822048051869
sifting,2.0,frequency,3.0,tmpfs,1,tmpfs,5,0.11205057311889777,0.0008316581374842591,0.11121891498141351
sifting,2.0,mutation_overlap,3.0,beegfs,2,ssd,5,0.11207037442350157,0.002827346050181577,0.10924302837331999
sifting,2.0,frequency,3.0,tmpfs,2,tmpfs,5,0.112130113612384,0.0009111986309704895,0.11121891498141351
sifting,2.0,frequency,3.0,tmpfs,5,tmpfs,5,0.11234643734259014,0.00112752236117663,0.11121891498141351
individuals_merge,2.0,frequency,3.0,beegfs,2,ssd,2,0.11259577099966783,0.005743941403561062,0.10685182959610677
individuals_merge,2.0,mutation_overlap,3.0,ssd,5,tmpfs,2,0.11277317694468977,0.03079553851286061,0.08197763843182916
sifting,2.0,frequency,3.0,ssd,1,tmpfs,2,0.11284782913642818,0.0050996086559094945,0.10774822048051869
individuals_merge,2.0,frequency,3.0,tmpfs,1,tmpfs,5,0.11294021811358242,0.001721303132168914,0.11121891498141351
individuals_merge,2.0,mutation_overlap,3.0,beegfs,1,ssd,5,0.11305482597955385,0.0038117976062338544,0.10924302837331999
sifting,2.0,frequency,3.0,beegfs,1,tmpfs,5,0.11306239688636242,0.0018434819049489102,0.11121891498141351
individuals_merge,2.0,frequency,3.0,tmpfs,2,tmpfs,5,0.11309852354772312,0.0018796085663096104,0.11121891498141351
individuals_merge,2.0,frequency,3.0,beegfs,2,tmpfs,2,0.11349216188407975,0.005743941403561062,0.10774822048051869
sifting,2.0,mutation_overlap,3.0,beegfs,5,ssd,5,0.11354165124736161,0.004298622874041617,0.10924302837331999
individuals_merge,2.0,frequency,3.0,tmpfs,5,tmpfs,5,0.11355885512119306,0.0023399401397795456,0.11121891498141351
sifting,2.0,frequency,3.0,ssd,2,ssd,2,0.11382425421647213,0.006972424620365357,0.10685182959610677
sifting,2.0,frequency,3.0,beegfs,2,tmpfs,5,0.11404626103159508,0.002827346050181577,0.11121891498141351
individuals_merge,2.0,frequency,3.0,ssd,2,tmpfs,1,0.11430478343916026,0.014326152499658908,0.09997863093950135
sifting,2.0,mutation_overlap,3.0,ssd,1,ssd,5,0.11434263702922949,0.0050996086559094945,0.10924302837331999
sifting,2.0,frequency,3.0,ssd,2,tmpfs,2,0.11472064510088405,0.006972424620365357,0.10774822048051869
sifting,2.0,frequency,3.0,ssd,5,tmpfs,1,0.11495282642683345,0.014974195487332097,0.09997863093950135
individuals_merge,2.0,mutation_overlap,3.0,beegfs,2,ssd,5,0.11498696977688105,0.005743941403561062,0.10924302837331999
individuals_merge,2.0,frequency,3.0,beegfs,1,tmpfs,5,0.11503071258764737,0.0038117976062338544,0.11121891498141351
sifting,2.0,frequency,3.0,beegfs,5,tmpfs,5,0.11551753785545513,0.004298622874041617,0.11121891498141351
individuals_merge,2.0,frequency,3.0,beegfs,5,ssd,2,0.11560024574784655,0.00874841615173979,0.10685182959610677
sifting,2.0,mutation_overlap,3.0,ssd,2,ssd,5,0.11621545299368535,0.006972424620365357,0.10924302837331999
sifting,2.0,frequency,3.0,ssd,1,tmpfs,5,0.116318523637323,0.0050996086559094945,0.11121891498141351
individuals_merge,2.0,frequency,3.0,beegfs,5,tmpfs,2,0.11649663663225848,0.00874841615173979,0.10774822048051869
individuals_merge,2.0,frequency,3.0,beegfs,2,tmpfs,5,0.11696285638497457,0.005743941403561062,0.11121891498141351
individuals_merge,2.0,frequency,3.0,ssd,1,ssd,2,0.11740040204382232,0.010548572447715553,0.10685182959610677
individuals_merge,2.0,mutation_overlap,3.0,beegfs,5,ssd,5,0.11799144452505977,0.00874841615173979,0.10924302837331999
sifting,2.0,frequency,3.0,ssd,2,tmpfs,5,0.11819133960177887,0.006972424620365357,0.11121891498141351
individuals_merge,2.0,frequency,3.0,ssd,1,tmpfs,2,0.11829679292823424,0.010548572447715553,0.10774822048051869
individuals_merge,2.0,mutation_overlap,3.0,ssd,1,ssd,5,0.11979160082103554,0.010548572447715553,0.10924302837331999
individuals_merge,2.0,frequency,3.0,beegfs,5,tmpfs,5,0.1199673311331533,0.00874841615173979,0.11121891498141351
individuals_merge,2.0,frequency,3.0,ssd,2,ssd,2,0.12117798209576568,0.014326152499658908,0.10685182959610677
individuals_merge,2.0,mutation_overlap,3.0,ssd,5,tmpfs,5,0.12127602364333988,0.03079553851286061,0.09048048513047927
individuals_merge,2.0,frequency,3.0,ssd,1,tmpfs,5,0.12176748742912906,0.010548572447715553,0.11121891498141351
sifting,2.0,frequency,3.0,ssd,5,ssd,2,0.12182602508343887,0.014974195487332097,0.10685182959610677
individuals_merge,2.0,frequency,3.0,ssd,2,tmpfs,2,0.12207437298017759,0.014326152499658908,0.10774822048051869
sifting,2.0,frequency,3.0,ssd,5,tmpfs,2,0.12272241596785079,0.014974195487332097,0.10774822048051869
individuals_merge,2.0,mutation_overlap,3.0,ssd,2,ssd,5,0.1235691808729789,0.014326152499658908,0.10924302837331999
sifting,2.0,mutation_overlap,3.0,ssd,5,ssd,5,0.12421722386065209,0.014974195487332097,0.10924302837331999
individuals_merge,2.0,frequency,3.0,ssd,2,tmpfs,5,0.12554506748107241,0.014326152499658908,0.11121891498141351
sifting,2.0,frequency,3.0,ssd,5,tmpfs,5,0.1261931104687456,0.014974195487332097,0.11121891498141351
individuals_merge,2.0,frequency,3.0,ssd,5,tmpfs,1,0.13077416945236195,0.03079553851286061,0.09997863093950135
individuals_merge,2.0,frequency,3.0,ssd,5,ssd,2,0.13764736810896738,0.03079553851286061,0.10685182959610677
individuals_merge,2.0,frequency,3.0,ssd,5,tmpfs,2,0.13854375899337928,0.03079553851286061,0.10774822048051869
individuals_merge,2.0,mutation_overlap,3.0,ssd,5,ssd,5,0.1400385668861806,0.03079553851286061,0.10924302837331999
sifting,2.0,frequency,3.0,tmpfs,1,ssd,5,0.14020453421396262,0.0008316581374842591,0.13937287607647836
sifting,2.0,frequency,3.0,tmpfs,2,ssd,5,0.14028407470744886,0.0009111986309704895,0.13937287607647836
sifting,2.0,frequency,3.0,tmpfs,5,ssd,5,0.140500398437655,0.00112752236117663,0.13937287607647836
individuals_merge,2.0,frequency,3.0,tmpfs,1,ssd,5,0.14109417920864728,0.001721303132168914,0.13937287607647836
sifting,2.0,frequency,3.0,beegfs,1,ssd,5,0.14121635798142726,0.0018434819049489102,0.13937287607647836
individuals_merge,2.0,frequency,3.0,tmpfs,2,ssd,5,0.14125248464278797,0.0018796085663096104,0.13937287607647836
individuals_merge,2.0,frequency,3.0,tmpfs,5,ssd,5,0.1417128162162579,0.0023399401397795456,0.13937287607647836
individuals_merge,2.0,frequency,3.0,ssd,5,tmpfs,5,0.1420144534942741,0.03079553851286061,0.11121891498141351
sifting,2.0,frequency,3.0,beegfs,2,ssd,5,0.14220022212665995,0.002827346050181577,0.13937287607647836
individuals_merge,2.0,frequency,3.0,beegfs,1,ssd,5,0.1431846736827122,0.0038117976062338544,0.13937287607647836
sifting,2.0,frequency,3.0,beegfs,5,ssd,5,0.14367149895051998,0.004298622874041617,0.13937287607647836
sifting,2.0,frequency,3.0,ssd,1,ssd,5,0.14447248473238786,0.0050996086559094945,0.13937287607647836
individuals_merge,2.0,frequency,3.0,beegfs,2,ssd,5,0.1451168174800394,0.005743941403561062,0.13937287607647836
sifting,2.0,frequency,3.0,ssd,2,ssd,5,0.1463453006968437,0.006972424620365357,0.13937287607647836
individuals_merge,2.0,frequency,3.0,beegfs,5,ssd,5,0.14812129222821815,0.00874841615173979,0.13937287607647836
individuals_merge,2.0,frequency,3.0,ssd,1,ssd,5,0.14992144852419392,0.010548572447715553,0.13937287607647836
individuals_merge,2.0,frequency,3.0,ssd,2,ssd,5,0.15369902857613726,0.014326152499658908,0.13937287607647836
sifting,2.0,frequency,3.0,ssd,5,ssd,5,0.15434707156381045,0.014974195487332097,0.13937287607647836
