nodes,total,in_o1,in_o2,in_o3,exec_o1,exec_o2,exec_o3,out_o1,out_o2,out_o3,critical_path,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor,in_individuals,read_individuals,write_individuals,out_individuals,in_individuals_merge,read_individuals_merge,write_individuals_merge,out_individuals_merge,in_sifting,read_sifting,write_sifting,out_sifting,in_frequency,read_frequency,write_frequency,out_frequency,in_mutation_overlap,read_mutation_overlap,write_mutation_overlap,out_mutation_overlap
2,233.89958247399872,113.21911962401092,0.0,0.0,101.50722568499319,18.225261980534277,0.9479751844603426,0.0,0.0,0.0,stage_in_individuals->read_individuals->write_individuals->read_sifting->write_sifting->read_frequency->write_frequency,ssd,ssd,beegfs,beegfs,beegfs,113.219120,101.436210,0.071016,-,-,0.120712,0.030796,-,-,18.220963,0.004299,-,-,0.526269,0.421706,-,-,0.457734,0.143594,-
10,351.55181659948516,113.21911962401092,0.0,0.0,14.543171437045148,8.026216259177458,0.1729780156268273,0.0,214.88159556440831,0.7087356992165216,stage_in_individuals->read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_frequency,ssd,ssd,beegfs,ssd,ssd,113.219120,14.528248,0.014924,-,-,0.053225,0.010549,0.374728,-,8.024373,0.001843,214.881596,-,0.066544,0.106434,0.708736,-,0.046205,0.059346,0.708736
10,351.67327618644424,113.21911962401092,0.0,0.0,14.543171437045148,8.026216259177458,0.2944376025858523,0.0,214.88159556440831,0.7087356992165216,stage_in_individuals->read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_mutation_overlap->write_mutation_overlap->stage_out_frequency,ssd,ssd,beegfs,ssd,beegfs,113.219120,14.528248,0.014924,-,-,0.053225,0.010549,0.374728,-,8.024373,0.001843,214.881596,-,0.066544,0.106434,0.708736,-,0.237677,0.056761,-
10,351.77323895712425,113.21911962401092,0.0,0.0,14.543171437045148,8.026216259177458,0.3944003732659078,0.0,214.88159556440831,0.7087356992165216,stage_in_individuals->read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_mutation_overlap,ssd,ssd,beegfs,beegfs,ssd,113.219120,14.528248,0.014924,-,-,0.053225,0.010549,0.374728,-,8.024373,0.001843,214.881596,-,0.236821,0.157579,-,-,0.046205,0.059346,0.708736
10,355.1126075020304,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.19833655827220031,0.0,215.10835804392232,0.2141153721707333,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_frequency,beegfs,beegfs,beegfs,tmpfs,tmpfs,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374743,-,8.024373,0.001843,215.108358,-,0.099979,0.098358,0.214115,-,0.067167,0.061989,0.214115
10,355.1126075020304,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.19833655827220031,0.0,215.10835804392232,0.2141153721707333,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_frequency,beegfs,tmpfs,beegfs,tmpfs,tmpfs,-,131.556948,0.008634,-,-,0.079997,0.001721,0.374743,-,8.024373,0.001843,215.108358,-,0.099979,0.098358,0.214115,-,0.067167,0.061989,0.214115
10,355.20870854634404,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.2944376025858523,0.0,215.10835804392232,0.2141153721707333,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_mutation_overlap->write_mutation_overlap->stage_out_frequency,beegfs,beegfs,beegfs,tmpfs,beegfs,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374743,-,8.024373,0.001843,215.108358,-,0.099979,0.098358,0.214115,-,0.237677,0.056761,-
10,355.20870854634404,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.2944376025858523,0.0,215.10835804392232,0.2141153721707333,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_mutation_overlap->write_mutation_overlap->stage_out_frequency,beegfs,tmpfs,beegfs,tmpfs,beegfs,-,131.556948,0.008634,-,-,0.079997,0.001721,0.374743,-,8.024373,0.001843,215.108358,-,0.099979,0.098358,0.214115,-,0.237677,0.056761,-
10,355.3086713170241,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.3944003732659078,0.0,215.10835804392232,0.2141153721707333,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_mutation_overlap,beegfs,beegfs,beegfs,beegfs,tmpfs,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374743,-,8.024373,0.001843,215.108358,-,0.236821,0.157579,-,-,0.067167,0.061989,0.214115
10,355.3086713170241,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.3944003732659078,0.0,215.10835804392232,0.2141153721707333,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_mutation_overlap,beegfs,tmpfs,beegfs,beegfs,tmpfs,-,131.556948,0.008634,-,-,0.079997,0.001721,0.374743,-,8.024373,0.001843,215.108358,-,0.236821,0.157579,-,-,0.067167,0.061989,0.214115
10,355.3551068069168,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.1729780156268273,0.0,214.88159556440831,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_frequency,beegfs,beegfs,beegfs,ssd,ssd,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374728,-,8.024373,0.001843,214.881596,-,0.066544,0.106434,0.708736,-,0.046205,0.059346,0.708736
10,355.3551068069168,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.1729780156268273,0.0,214.88159556440831,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_frequency,beegfs,ssd,beegfs,ssd,ssd,-,131.556948,0.008634,-,-,0.053225,0.010549,0.374728,-,8.024373,0.001843,214.881596,-,0.066544,0.106434,0.708736,-,0.046205,0.059346,0.708736
10,355.4765663938758,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.2944376025858523,0.0,214.88159556440831,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_mutation_overlap->write_mutation_overlap->stage_out_frequency,beegfs,beegfs,beegfs,ssd,beegfs,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374728,-,8.024373,0.001843,214.881596,-,0.066544,0.106434,0.708736,-,0.237677,0.056761,-
10,355.4765663938758,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.2944376025858523,0.0,214.88159556440831,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_mutation_overlap->write_mutation_overlap->stage_out_frequency,beegfs,ssd,beegfs,ssd,beegfs,-,131.556948,0.008634,-,-,0.053225,0.010549,0.374728,-,8.024373,0.001843,214.881596,-,0.066544,0.106434,0.708736,-,0.237677,0.056761,-
10,355.5765291645559,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.3944003732659078,0.0,214.88159556440831,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_mutation_overlap,beegfs,beegfs,beegfs,beegfs,ssd,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374728,-,8.024373,0.001843,214.881596,-,0.236821,0.157579,-,-,0.046205,0.059346,0.708736
10,355.5765291645559,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.3944003732659078,0.0,214.88159556440831,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_mutation_overlap,beegfs,ssd,beegfs,beegfs,ssd,-,131.556948,0.008634,-,-,0.053225,0.010549,0.374728,-,8.024373,0.001843,214.881596,-,0.236821,0.157579,-,-,0.046205,0.059346,0.708736
10,355.5818692864308,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.1729780156268273,0.0,215.10835804392232,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_frequency,beegfs,beegfs,beegfs,ssd,tmpfs,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374743,-,8.024373,0.001843,215.108358,-,0.066544,0.106434,0.708736,-,0.067167,0.061989,0.214115
10,355.6072278290762,0.0,0.0,0.0,131.56558126848768,8.026216259177458,0.19833655827220031,0.0,215.10835804392232,0.7087356992165216,read_individuals->write_individuals->read_sifting->write_sifting->stage_out_sifting->read_frequency->write_frequency->stage_out_mutation_overlap,beegfs,beegfs,beegfs,tmpfs,ssd,-,131.556948,0.008634,-,-,0.209920,0.003812,0.374743,-,8.024373,0.001843,215.108358,-,0.099979,0.098358,0.214115,-,0.046205,0.059346,0.708736
