,operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_beegfs-ssd_15p,estimated_ts_slope_beegfs-ssd_15p,estimated_trMiB_beegfs-ssd_9p,estimated_ts_slope_beegfs-ssd_9p,estimated_trMiB_beegfs-tmpfs_15p,estimated_ts_slope_beegfs-tmpfs_15p,estimated_trMiB_beegfs-tmpfs_9p,estimated_ts_slope_beegfs-tmpfs_9p,estimated_trMiB_ssd-ssd_15p,estimated_ts_slope_ssd-ssd_15p,estimated_trMiB_ssd-ssd_9p,estimated_ts_slope_ssd-ssd_9p,estimated_trMiB_tmpfs-tmpfs_15p,estimated_ts_slope_tmpfs-tmpfs_15p,estimated_trMiB_tmpfs-tmpfs_9p,estimated_ts_slope_tmpfs-tmpfs_9p,estimated_trMiB_ssd_24p,estimated_ts_slope_ssd_24p,estimated_trMiB_beegfs_24p,estimated_ts_slope_beegfs_24p,estimated_trMiB_tmpfs_24p,estimated_ts_slope_tmpfs_24p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_tmpfs_1p,estimated_ts_slope_tmpfs_1p,estimated_trMiB_beegfs-ssd_10p,estimated_ts_slope_beegfs-ssd_10p,estimated_trMiB_beegfs-tmpfs_10p,estimated_ts_slope_beegfs-tmpfs_10p,estimated_trMiB_ssd-ssd_10p,estimated_ts_slope_ssd-ssd_10p,estimated_trMiB_tmpfs-tmpfs_10p,estimated_ts_slope_tmpfs-tmpfs_10p,estimated_trMiB_tmpfs-beegfs_15p,estimated_ts_slope_tmpfs-beegfs_15p,estimated_trMiB_tmpfs-beegfs_9p,estimated_ts_slope_tmpfs-beegfs_9p,estimated_trMiB_ssd-beegfs_15p,estimated_ts_slope_ssd-beegfs_15p,estimated_trMiB_ssd-beegfs_9p,estimated_ts_slope_ssd-beegfs_9p
142,scp,0,4096.0,,60,60,,[4],4,15,,tmpfs-tmpfs,60,stage_out-run_idfeature,,"cloudid_20160802_061500.nc,pr_rlut_mean_sam_2016080206.nc,cloudid_20160802_041500.nc,pr_rlut_mean_sam_2016080204.nc,cloudid_20160801_011500.nc,cloudid_20160801_131500.nc,pr_rlut_mean_sam_2016080101.nc,pr_rlut_mean_sam_2016080113.nc,cloudid_20160802_111500.nc,pr_rlut_mean_sam_2016080211.nc,cloudid_20160801_231500.nc,pr_rlut_mean_sam_2016080123.nc,cloudid_20160801_071500.nc,pr_rlut_mean_sam_2016080107.nc,cloudid_20160802_211500.nc,pr_rlut_mean_sam_2016080221.nc,cloudid_20160801_201500.nc,pr_rlut_mean_sam_2016080120.nc,cloudid_20160802_171500.nc,pr_rlut_mean_sam_2016080217.nc,cloudid_20160801_031500.nc,pr_rlut_mean_sam_2016080103.nc,cloudid_20160801_081500.nc,pr_rlut_mean_sam_2016080108.nc,cloudid_20160801_021500.nc,pr_rlut_mean_sam_2016080102.nc,cloudid_20160802_141500.nc,pr_rlut_mean_sam_2016080214.nc,cloudid_20160802_101500.nc,pr_rlut_mean_sam_2016080210.nc,cloudid_20160802_091500.nc,pr_rlut_mean_sam_2016080209.nc,cloudid_20160802_181500.nc,pr_rlut_mean_sam_2016080218.nc,cloudid_20160801_061500.nc,pr_rlut_mean_sam_2016080106.nc,cloudid_20160802_011500.nc,pr_rlut_mean_sam_2016080201.nc,cloudid_20160802_051500.nc,pr_rlut_mean_sam_2016080205.nc,cloudid_20160802_151500.nc,pr_rlut_mean_sam_2016080215.nc,cloudid_20160801_181500.nc,pr_rlut_mean_sam_2016080118.nc,cloudid_20160802_201500.nc,pr_rlut_mean_sam_2016080220.nc,cloudid_20160802_081500.nc,pr_rlut_mean_sam_2016080208.nc,cloudid_20160801_091500.nc,pr_rlut_mean_sam_2016080109.nc,cloudid_20160802_021500.nc,pr_rlut_mean_sam_2016080202.nc,cloudid_20160802_131500.nc,pr_rlut_mean_sam_2016080213.nc,cloudid_20160801_101500.nc,pr_rlut_mean_sam_2016080110.nc,cloudid_20160801_161500.nc,pr_rlut_mean_sam_2016080116.nc,cloudid_20160801_111500.nc,pr_rlut_mean_sam_2016080111.nc",1.5,run_idfeature,1879.7322225570679,,,,,,,,,,,,,102.5847448449013,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,scp,0,4096.0,,36,36,,[4],4,9,,tmpfs-tmpfs,36,stage_out-run_idfeature,,"cloudid_20160801_141500.nc,pr_rlut_mean_sam_2016080114.nc,cloudid_20160801_003000.nc,cloudid_20160802_071500.nc,pr_rlut_mean_sam_2016080100.nc,pr_rlut_mean_sam_2016080207.nc,cloudid_20160801_151500.nc,pr_rlut_mean_sam_2016080115.nc,cloudid_20160802_121500.nc,pr_rlut_mean_sam_2016080212.nc,cloudid_20160801_041500.nc,pr_rlut_mean_sam_2016080104.nc,cloudid_20160802_001500.nc,pr_rlut_mean_sam_2016080200.nc,cloudid_20160802_221500.nc,pr_rlut_mean_sam_2016080222.nc,cloudid_20160801_171500.nc,pr_rlut_mean_sam_2016080117.nc,cloudid_20160801_121500.nc,pr_rlut_mean_sam_2016080112.nc,cloudid_20160801_221500.nc,pr_rlut_mean_sam_2016080122.nc,cloudid_20160801_051500.nc,pr_rlut_mean_sam_2016080105.nc,cloudid_20160801_211500.nc,pr_rlut_mean_sam_2016080121.nc,cloudid_20160802_191500.nc,pr_rlut_mean_sam_2016080219.nc,cloudid_20160801_191500.nc,pr_rlut_mean_sam_2016080119.nc,cloudid_20160802_231500.nc,pr_rlut_mean_sam_2016080223.nc,cloudid_20160802_161500.nc,pr_rlut_mean_sam_2016080216.nc,cloudid_20160802_031500.nc,pr_rlut_mean_sam_2016080203.nc",1.5,run_idfeature,1169.1984386444092,,,,,,,,,,,,,,,102.21977833066164,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,cp,0,4096.0,,48,48,,[4],4,12,,beegfs-ssd,48,stage_out-run_idfeature,,"cloudid_20160802_061500.nc,cloudid_20160802_041500.nc,cloudid_20160801_011500.nc,cloudid_20160801_131500.nc,cloudid_20160802_111500.nc,cloudid_20160801_231500.nc,cloudid_20160801_071500.nc,cloudid_20160802_211500.nc,cloudid_20160801_201500.nc,cloudid_20160802_171500.nc,cloudid_20160801_031500.nc,cloudid_20160801_081500.nc,cloudid_20160801_021500.nc,cloudid_20160802_141500.nc,cloudid_20160802_101500.nc,cloudid_20160802_091500.nc,cloudid_20160802_181500.nc,cloudid_20160801_061500.nc,cloudid_20160802_011500.nc,cloudid_20160802_051500.nc,cloudid_20160802_151500.nc,cloudid_20160801_181500.nc,cloudid_20160802_201500.nc,cloudid_20160802_081500.nc,cloudid_20160801_091500.nc,cloudid_20160802_021500.nc,cloudid_20160802_131500.nc,cloudid_20160801_101500.nc,cloudid_20160801_161500.nc,cloudid_20160801_111500.nc,cloudid_20160801_141500.nc,cloudid_20160801_003000.nc,cloudid_20160802_071500.nc,cloudid_20160801_151500.nc,cloudid_20160802_121500.nc,cloudid_20160801_041500.nc,cloudid_20160802_001500.nc,cloudid_20160802_221500.nc,cloudid_20160801_171500.nc,cloudid_20160801_121500.nc,cloudid_20160801_221500.nc,cloudid_20160801_051500.nc,cloudid_20160801_211500.nc,cloudid_20160802_191500.nc,cloudid_20160801_191500.nc,cloudid_20160802_231500.nc,cloudid_20160802_161500.nc,cloudid_20160802_031500.nc",1.5,run_idfeature,1327.1677751541138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.068258514968,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,cp,0,4096.0,,48,48,,[4],4,12,,beegfs-tmpfs,48,stage_out-run_idfeature,,"cloudid_20160802_061500.nc,cloudid_20160802_041500.nc,cloudid_20160801_011500.nc,cloudid_20160801_131500.nc,cloudid_20160802_111500.nc,cloudid_20160801_231500.nc,cloudid_20160801_071500.nc,cloudid_20160802_211500.nc,cloudid_20160801_201500.nc,cloudid_20160802_171500.nc,cloudid_20160801_031500.nc,cloudid_20160801_081500.nc,cloudid_20160801_021500.nc,cloudid_20160802_141500.nc,cloudid_20160802_101500.nc,cloudid_20160802_091500.nc,cloudid_20160802_181500.nc,cloudid_20160801_061500.nc,cloudid_20160802_011500.nc,cloudid_20160802_051500.nc,cloudid_20160802_151500.nc,cloudid_20160801_181500.nc,cloudid_20160802_201500.nc,cloudid_20160802_081500.nc,cloudid_20160801_091500.nc,cloudid_20160802_021500.nc,cloudid_20160802_131500.nc,cloudid_20160801_101500.nc,cloudid_20160801_161500.nc,cloudid_20160801_111500.nc,cloudid_20160801_141500.nc,cloudid_20160801_003000.nc,cloudid_20160802_071500.nc,cloudid_20160801_151500.nc,cloudid_20160802_121500.nc,cloudid_20160801_041500.nc,cloudid_20160802_001500.nc,cloudid_20160802_221500.nc,cloudid_20160801_171500.nc,cloudid_20160801_121500.nc,cloudid_20160801_221500.nc,cloudid_20160801_051500.nc,cloudid_20160801_211500.nc,cloudid_20160802_191500.nc,cloudid_20160801_191500.nc,cloudid_20160802_231500.nc,cloudid_20160802_161500.nc,cloudid_20160802_031500.nc",1.5,run_idfeature,1327.1677751541138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507.7704835747727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,scp,0,4096.0,,48,48,,[4],4,12,,ssd-ssd,48,stage_out-run_idfeature,,"cloudid_20160802_061500.nc,cloudid_20160802_041500.nc,cloudid_20160801_011500.nc,cloudid_20160801_131500.nc,cloudid_20160802_111500.nc,cloudid_20160801_231500.nc,cloudid_20160801_071500.nc,cloudid_20160802_211500.nc,cloudid_20160801_201500.nc,cloudid_20160802_171500.nc,cloudid_20160801_031500.nc,cloudid_20160801_081500.nc,cloudid_20160801_021500.nc,cloudid_20160802_141500.nc,cloudid_20160802_101500.nc,cloudid_20160802_091500.nc,cloudid_20160802_181500.nc,cloudid_20160801_061500.nc,cloudid_20160802_011500.nc,cloudid_20160802_051500.nc,cloudid_20160802_151500.nc,cloudid_20160801_181500.nc,cloudid_20160802_201500.nc,cloudid_20160802_081500.nc,cloudid_20160801_091500.nc,cloudid_20160802_021500.nc,cloudid_20160802_131500.nc,cloudid_20160801_101500.nc,cloudid_20160801_161500.nc,cloudid_20160801_111500.nc,cloudid_20160801_141500.nc,cloudid_20160801_003000.nc,cloudid_20160802_071500.nc,cloudid_20160801_151500.nc,cloudid_20160802_121500.nc,cloudid_20160801_041500.nc,cloudid_20160802_001500.nc,cloudid_20160802_221500.nc,cloudid_20160801_171500.nc,cloudid_20160801_121500.nc,cloudid_20160801_221500.nc,cloudid_20160801_051500.nc,cloudid_20160801_211500.nc,cloudid_20160802_191500.nc,cloudid_20160801_191500.nc,cloudid_20160802_231500.nc,cloudid_20160802_161500.nc,cloudid_20160802_031500.nc",1.5,run_idfeature,1327.1677751541138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.98935915640443,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,scp,0,4096.0,,48,48,,[4],4,12,,tmpfs-tmpfs,48,stage_out-run_idfeature,,"cloudid_20160802_061500.nc,cloudid_20160802_041500.nc,cloudid_20160801_011500.nc,cloudid_20160801_131500.nc,cloudid_20160802_111500.nc,cloudid_20160801_231500.nc,cloudid_20160801_071500.nc,cloudid_20160802_211500.nc,cloudid_20160801_201500.nc,cloudid_20160802_171500.nc,cloudid_20160801_031500.nc,cloudid_20160801_081500.nc,cloudid_20160801_021500.nc,cloudid_20160802_141500.nc,cloudid_20160802_101500.nc,cloudid_20160802_091500.nc,cloudid_20160802_181500.nc,cloudid_20160801_061500.nc,cloudid_20160802_011500.nc,cloudid_20160802_051500.nc,cloudid_20160802_151500.nc,cloudid_20160801_181500.nc,cloudid_20160802_201500.nc,cloudid_20160802_081500.nc,cloudid_20160801_091500.nc,cloudid_20160802_021500.nc,cloudid_20160802_131500.nc,cloudid_20160801_101500.nc,cloudid_20160801_161500.nc,cloudid_20160801_111500.nc,cloudid_20160801_141500.nc,cloudid_20160801_003000.nc,cloudid_20160802_071500.nc,cloudid_20160801_151500.nc,cloudid_20160802_121500.nc,cloudid_20160801_041500.nc,cloudid_20160802_001500.nc,cloudid_20160802_221500.nc,cloudid_20160801_171500.nc,cloudid_20160801_121500.nc,cloudid_20160801_221500.nc,cloudid_20160801_051500.nc,cloudid_20160801_211500.nc,cloudid_20160802_191500.nc,cloudid_20160801_191500.nc,cloudid_20160802_231500.nc,cloudid_20160802_161500.nc,cloudid_20160802_031500.nc",1.5,run_idfeature,1327.1677751541138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.30330573683648,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,1,541.0716228467815,0.5691547393798828,96,96,0.099227522,[4],4,24,5.735855616548429,5,1103,run_tracksingle,103217-dc002,cloudid_20160801_191500.nc,2.0,run_idfeature,211.21421480178833,,,,,,,,,,,,,,,,,75221.57530487835,0.496949607132064,14671.751720037968,0.496949607132064,79053.56735784556,0.496949607132064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,1,541.0716228467815,0.5691547393798828,96,96,0.099227522,[4],4,24,5.735855616548429,5,1103,run_tracksingle,103217-dc002,cloudid_20160802_171500.nc,2.0,run_idfeature,211.21421480178833,,,,,,,,,,,,,,,,,75221.57530487835,0.496949607132064,14671.751720037968,0.496949607132064,79053.56735784556,0.496949607132064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,1,541.0716228467815,0.5691547393798828,96,96,0.099227522,[4],4,24,5.735855616548429,5,1103,run_tracksingle,103217-dc002,cloudid_20160802_181500.nc,2.0,run_idfeature,211.21421480178833,,,,,,,,,,,,,,,,,75221.57530487835,0.496949607132064,14671.751720037968,0.496949607132064,79053.56735784556,0.496949607132064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,0,1,1294.8014184397164,0.17410945892333984,96,96,0.045974778,[4],4,24,3.7870647015052437,5,141,run_tracksingle,103217-dc002,track_20160802_181500.nc,2.0,,211.21421480178833,,,,,,,,,,,,,,,,,2343.7647049957045,0.08815150339834517,6191.980363874247,0.08815150339834517,80934.28248915858,0.08815150339834517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,1,532.2285375962108,0.8572902679443359,96,96,0.274479219,[4],4,24,3.1233339670218747,5,1689,run_tracksingle,103218-dc002,cloudid_20160801_161500.nc,2.0,run_idfeature,211.21421480178833,,,,,,,,,,,,,,,,,74968.92187083805,0.4877380599960529,14640.865342289624,0.4877380599960529,78788.13870608123,0.4877380599960529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
