,operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_beegfs-ssd_15p,estimated_ts_slope_beegfs-ssd_15p,estimated_trMiB_beegfs-ssd_9p,estimated_ts_slope_beegfs-ssd_9p,estimated_trMiB_beegfs-tmpfs_15p,estimated_ts_slope_beegfs-tmpfs_15p,estimated_trMiB_beegfs-tmpfs_9p,estimated_ts_slope_beegfs-tmpfs_9p,estimated_trMiB_ssd-ssd_15p,estimated_ts_slope_ssd-ssd_15p,estimated_trMiB_ssd-ssd_9p,estimated_ts_slope_ssd-ssd_9p,estimated_trMiB_tmpfs-tmpfs_15p,estimated_ts_slope_tmpfs-tmpfs_15p,estimated_trMiB_tmpfs-tmpfs_9p,estimated_ts_slope_tmpfs-tmpfs_9p,estimated_trMiB_ssd_24p,estimated_ts_slope_ssd_24p,estimated_trMiB_beegfs_24p,estimated_ts_slope_beegfs_24p,estimated_trMiB_tmpfs_24p,estimated_ts_slope_tmpfs_24p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_tmpfs_1p,estimated_ts_slope_tmpfs_1p,estimated_trMiB_beegfs-ssd_10p,estimated_ts_slope_beegfs-ssd_10p,estimated_trMiB_beegfs-tmpfs_10p,estimated_ts_slope_beegfs-tmpfs_10p,estimated_trMiB_ssd-ssd_10p,estimated_ts_slope_ssd-ssd_10p,estimated_trMiB_tmpfs-tmpfs_10p,estimated_ts_slope_tmpfs-tmpfs_10p,estimated_trMiB_tmpfs-beegfs_15p,estimated_ts_slope_tmpfs-beegfs_15p,estimated_trMiB_tmpfs-beegfs_9p,estimated_ts_slope_tmpfs-beegfs_9p,estimated_trMiB_ssd-beegfs_15p,estimated_ts_slope_ssd-beegfs_15p,estimated_trMiB_ssd-beegfs_9p,estimated_ts_slope_ssd-beegfs_9p
592,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-ssd,60,stage_out-run_tracksingle,,"cloudid_20160802_081500.nc,cloudid_20160802_161500.nc,track_20160801_181500.nc,cloudid_20160801_181500.nc,cloudid_20160802_091500.nc,cloudid_20160802_101500.nc,cloudid_20160802_141500.nc,track_20160802_101500.nc,cloudid_20160801_171500.nc,cloudid_20160801_181500.nc,cloudid_20160801_191500.nc,cloudid_20160802_101500.nc,track_20160801_191500.nc,cloudid_20160801_121500.nc,cloudid_20160801_181500.nc,cloudid_20160802_081500.nc,cloudid_20160802_091500.nc,track_20160802_091500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160802_071500.nc,track_20160801_221500.nc,cloudid_20160801_121500.nc,cloudid_20160801_131500.nc,cloudid_20160802_061500.nc,track_20160801_131500.nc,cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_171500.nc,cloudid_20160801_211500.nc,cloudid_20160802_031500.nc,track_20160801_061500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_081500.nc,cloudid_20160801_151500.nc,cloudid_20160802_071500.nc,cloudid_20160802_131500.nc,track_20160801_031500.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160802_001500.nc,track_20160801_021500.nc,cloudid_20160801_011500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_131500.nc,track_20160801_111500.nc,cloudid_20160801_181500.nc,cloudid_20160801_201500.nc,cloudid_20160802_001500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_081500.nc,track_20160802_011500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_061500.nc",2.5,run_tracksingle,36.51399612426758,5617.418214819976,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-ssd,60,stage_out-run_tracksingle,,"cloudid_20160801_071500.nc,cloudid_20160802_181500.nc,track_20160801_041500.nc,cloudid_20160801_101500.nc,cloudid_20160801_201500.nc,cloudid_20160801_211500.nc,track_20160801_211500.nc,cloudid_20160801_061500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc,cloudid_20160801_171500.nc,cloudid_20160801_191500.nc,track_20160801_121500.nc,cloudid_20160801_003000.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc,cloudid_20160801_131500.nc,cloudid_20160801_141500.nc,cloudid_20160801_161500.nc,cloudid_20160801_171500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_051500.nc,cloudid_20160802_091500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,cloudid_20160802_211500.nc,track_20160802_021500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_101500.nc,cloudid_20160802_031500.nc,track_20160801_081500.nc,cloudid_20160801_031500.nc,cloudid_20160801_201500.nc,cloudid_20160802_151500.nc,cloudid_20160802_161500.nc,track_20160802_161500.nc,cloudid_20160801_041500.nc,cloudid_20160801_051500.nc,cloudid_20160801_111500.nc,cloudid_20160802_011500.nc,cloudid_20160802_051500.nc",2.5,run_tracksingle,104.96479415893555,5594.67800588831,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-ssd,60,stage_out-run_tracksingle,,"cloudid_20160802_101500.nc,cloudid_20160802_121500.nc,cloudid_20160802_221500.nc,track_20160801_051500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_131500.nc,cloudid_20160801_201500.nc,cloudid_20160802_031500.nc,cloudid_20160802_121500.nc,track_20160801_101500.nc,cloudid_20160801_051500.nc,cloudid_20160801_191500.nc,cloudid_20160802_061500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_191500.nc,track_20160802_131500.nc,cloudid_20160802_011500.nc,cloudid_20160802_061500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,track_20160802_191500.nc,cloudid_20160802_131500.nc,cloudid_20160802_141500.nc,cloudid_20160802_151500.nc,track_20160802_141500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_211500.nc,track_20160801_231500.nc,cloudid_20160801_003000.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_121500.nc,cloudid_20160801_161500.nc,cloudid_20160801_181500.nc,cloudid_20160801_201500.nc,cloudid_20160801_231500.nc,cloudid_20160802_001500.nc,cloudid_20160802_101500.nc,track_20160801_071500.nc,cloudid_20160801_071500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160801_161500.nc,cloudid_20160802_041500.nc,cloudid_20160802_101500.nc,track_20160801_161500.nc,cloudid_20160801_081500.nc,cloudid_20160802_101500.nc,cloudid_20160802_161500.nc,cloudid_20160802_171500.nc,track_20160802_171500.nc,cloudid_20160801_231500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,track_20160802_031500.nc",2.5,run_tracksingle,42.05725860595703,5615.576673879389,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-ssd,60,stage_out-run_tracksingle,,"cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc,cloudid_20160801_131500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160801_161500.nc,cloudid_20160801_181500.nc,cloudid_20160801_191500.nc,cloudid_20160801_201500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_001500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,cloudid_20160802_051500.nc,cloudid_20160802_071500.nc,cloudid_20160802_081500.nc,cloudid_20160802_091500.nc,cloudid_20160802_101500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_141500.nc,cloudid_20160802_161500.nc,cloudid_20160802_171500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,cloudid_20160802_211500.nc,cloudid_20160802_221500.nc,track_20160802_001500.nc,cloudid_20160801_021500.nc,cloudid_20160801_161500.nc,cloudid_20160801_211500.nc,cloudid_20160802_071500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,track_20160802_121500.nc,cloudid_20160801_003000.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc",2.5,run_tracksingle,157.80877113342285,5577.12257758532,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-ssd,60,stage_out-run_tracksingle,,"cloudid_20160801_131500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160801_161500.nc,cloudid_20160801_171500.nc,cloudid_20160801_181500.nc,cloudid_20160801_191500.nc,cloudid_20160801_201500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_001500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,cloudid_20160802_051500.nc,cloudid_20160802_061500.nc,cloudid_20160802_071500.nc,cloudid_20160802_081500.nc,cloudid_20160802_091500.nc,cloudid_20160802_101500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_141500.nc,cloudid_20160802_151500.nc,cloudid_20160802_161500.nc,cloudid_20160802_171500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,cloudid_20160802_211500.nc,cloudid_20160802_221500.nc,tracknumbers_20160801.0000_20160802.2300.nc,track_20160801_011500.nc,track_20160801_011500.nc,track_20160801_021500.nc,track_20160801_031500.nc,track_20160801_041500.nc,track_20160801_051500.nc,track_20160801_061500.nc,track_20160801_071500.nc,track_20160801_081500.nc,track_20160801_091500.nc,track_20160801_101500.nc,track_20160801_111500.nc,track_20160801_121500.nc,track_20160801_131500.nc,track_20160801_141500.nc,track_20160801_151500.nc,track_20160801_161500.nc,track_20160801_171500.nc,track_20160801_181500.nc,track_20160801_191500.nc,track_20160801_201500.nc,track_20160801_211500.nc,track_20160801_221500.nc,track_20160801_231500.nc,track_20160802_001500.nc",2.5,run_tracksingle,292.91101455688477,5532.239927115264,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,cp,0,4096.0,,22,22,,[4],4,6,,beegfs-ssd,22,stage_out-run_tracksingle,,"track_20160802_011500.nc,track_20160802_021500.nc,track_20160802_031500.nc,track_20160802_041500.nc,track_20160802_051500.nc,track_20160802_061500.nc,track_20160802_071500.nc,track_20160802_081500.nc,track_20160802_091500.nc,track_20160802_101500.nc,track_20160802_111500.nc,track_20160802_121500.nc,track_20160802_131500.nc,track_20160802_141500.nc,track_20160802_151500.nc,track_20160802_161500.nc,track_20160802_171500.nc,track_20160802_181500.nc,track_20160802_191500.nc,track_20160802_201500.nc,track_20160802_211500.nc,track_20160802_221500.nc",2.5,run_tracksingle,110.88736343383789,,,,,,,,,,,,,,,,,,,,,,,5050.960620438695,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-tmpfs,60,stage_out-run_tracksingle,,"cloudid_20160801_191500.nc,cloudid_20160802_171500.nc,cloudid_20160802_181500.nc,track_20160802_181500.nc,cloudid_20160801_161500.nc,cloudid_20160801_201500.nc,cloudid_20160802_041500.nc,cloudid_20160802_051500.nc,cloudid_20160802_061500.nc,cloudid_20160802_081500.nc,track_20160802_061500.nc,cloudid_20160801_041500.nc,cloudid_20160801_151500.nc,cloudid_20160802_091500.nc,cloudid_20160802_171500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,track_20160802_201500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160802_051500.nc,track_20160801_151500.nc,cloudid_20160801_003000.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160802_111500.nc,cloudid_20160802_161500.nc,track_20160801_011500.nc,cloudid_20160801_031500.nc,cloudid_20160801_071500.nc,cloudid_20160801_101500.nc,cloudid_20160801_181500.nc,cloudid_20160802_021500.nc,cloudid_20160802_051500.nc,cloudid_20160802_061500.nc,cloudid_20160802_071500.nc,cloudid_20160802_081500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_141500.nc,cloudid_20160802_151500.nc,cloudid_20160802_161500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,track_20160802_151500.nc,cloudid_20160801_161500.nc,cloudid_20160801_191500.nc,cloudid_20160801_201500.nc,cloudid_20160802_091500.nc,cloudid_20160802_201500.nc,track_20160801_201500.nc,cloudid_20160801_003000.nc,cloudid_20160801_011500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_111500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160802_001500.nc,cloudid_20160802_181500.nc",2.5,run_tracksingle,59.99667167663574,,,,,3745.7703680580466,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-tmpfs,60,stage_out-run_tracksingle,,"cloudid_20160802_191500.nc,cloudid_20160802_221500.nc,track_20160801_091500.nc,cloudid_20160802_141500.nc,cloudid_20160802_201500.nc,cloudid_20160802_211500.nc,track_20160802_211500.nc,cloudid_20160801_221500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,track_20160802_041500.nc,cloudid_20160801_031500.nc,cloudid_20160801_161500.nc,cloudid_20160801_171500.nc,cloudid_20160802_171500.nc,track_20160801_171500.nc,cloudid_20160801_091500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160802_151500.nc,cloudid_20160802_211500.nc,cloudid_20160802_221500.nc,track_20160802_221500.nc,cloudid_20160801_051500.nc,cloudid_20160801_131500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160802_181500.nc,track_20160801_141500.nc,cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_171500.nc,cloudid_20160801_231500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,cloudid_20160802_051500.nc,cloudid_20160802_061500.nc,cloudid_20160802_071500.nc,cloudid_20160802_211500.nc,track_20160802_051500.nc,cloudid_20160801_041500.nc,cloudid_20160801_121500.nc,cloudid_20160801_141500.nc,cloudid_20160801_171500.nc,cloudid_20160802_001500.nc,cloudid_20160802_061500.nc,cloudid_20160802_071500.nc,track_20160802_071500.nc,cloudid_20160801_051500.nc,cloudid_20160802_101500.nc,cloudid_20160802_111500.nc,cloudid_20160802_181500.nc,track_20160802_111500.nc,cloudid_20160802_041500.nc,cloudid_20160802_071500.nc,cloudid_20160802_081500.nc,track_20160802_081500.nc,cloudid_20160801_011500.nc,cloudid_20160801_171500.nc,cloudid_20160801_181500.nc",2.5,run_tracksingle,39.716989517211914,,,,,3749.814160899739,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-tmpfs,60,stage_out-run_tracksingle,,"cloudid_20160802_081500.nc,cloudid_20160802_161500.nc,track_20160801_181500.nc,cloudid_20160801_181500.nc,cloudid_20160802_091500.nc,cloudid_20160802_101500.nc,cloudid_20160802_141500.nc,track_20160802_101500.nc,cloudid_20160801_171500.nc,cloudid_20160801_181500.nc,cloudid_20160801_191500.nc,cloudid_20160802_101500.nc,track_20160801_191500.nc,cloudid_20160801_121500.nc,cloudid_20160801_181500.nc,cloudid_20160802_081500.nc,cloudid_20160802_091500.nc,track_20160802_091500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160802_071500.nc,track_20160801_221500.nc,cloudid_20160801_121500.nc,cloudid_20160801_131500.nc,cloudid_20160802_061500.nc,track_20160801_131500.nc,cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_171500.nc,cloudid_20160801_211500.nc,cloudid_20160802_031500.nc,track_20160801_061500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_081500.nc,cloudid_20160801_151500.nc,cloudid_20160802_071500.nc,cloudid_20160802_131500.nc,track_20160801_031500.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160802_001500.nc,track_20160801_021500.nc,cloudid_20160801_011500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_131500.nc,track_20160801_111500.nc,cloudid_20160801_181500.nc,cloudid_20160801_201500.nc,cloudid_20160802_001500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_081500.nc,track_20160802_011500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_061500.nc",2.5,run_tracksingle,36.51399612426758,,,,,3750.4528416074813,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-tmpfs,60,stage_out-run_tracksingle,,"cloudid_20160801_071500.nc,cloudid_20160802_181500.nc,track_20160801_041500.nc,cloudid_20160801_101500.nc,cloudid_20160801_201500.nc,cloudid_20160801_211500.nc,track_20160801_211500.nc,cloudid_20160801_061500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc,cloudid_20160801_171500.nc,cloudid_20160801_191500.nc,track_20160801_121500.nc,cloudid_20160801_003000.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc,cloudid_20160801_131500.nc,cloudid_20160801_141500.nc,cloudid_20160801_161500.nc,cloudid_20160801_171500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_051500.nc,cloudid_20160802_091500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,cloudid_20160802_211500.nc,track_20160802_021500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_101500.nc,cloudid_20160802_031500.nc,track_20160801_081500.nc,cloudid_20160801_031500.nc,cloudid_20160801_201500.nc,cloudid_20160802_151500.nc,cloudid_20160802_161500.nc,track_20160802_161500.nc,cloudid_20160801_041500.nc,cloudid_20160801_051500.nc,cloudid_20160801_111500.nc,cloudid_20160802_011500.nc,cloudid_20160802_051500.nc",2.5,run_tracksingle,104.96479415893555,,,,,3736.803670731691,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-tmpfs,60,stage_out-run_tracksingle,,"cloudid_20160802_101500.nc,cloudid_20160802_121500.nc,cloudid_20160802_221500.nc,track_20160801_051500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_131500.nc,cloudid_20160801_201500.nc,cloudid_20160802_031500.nc,cloudid_20160802_121500.nc,track_20160801_101500.nc,cloudid_20160801_051500.nc,cloudid_20160801_191500.nc,cloudid_20160802_061500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_191500.nc,track_20160802_131500.nc,cloudid_20160802_011500.nc,cloudid_20160802_061500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,track_20160802_191500.nc,cloudid_20160802_131500.nc,cloudid_20160802_141500.nc,cloudid_20160802_151500.nc,track_20160802_141500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_211500.nc,track_20160801_231500.nc,cloudid_20160801_003000.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_121500.nc,cloudid_20160801_161500.nc,cloudid_20160801_181500.nc,cloudid_20160801_201500.nc,cloudid_20160801_231500.nc,cloudid_20160802_001500.nc,cloudid_20160802_101500.nc,track_20160801_071500.nc,cloudid_20160801_071500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160801_161500.nc,cloudid_20160802_041500.nc,cloudid_20160802_101500.nc,track_20160801_161500.nc,cloudid_20160801_081500.nc,cloudid_20160802_101500.nc,cloudid_20160802_161500.nc,cloudid_20160802_171500.nc,track_20160802_171500.nc,cloudid_20160801_231500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,track_20160802_031500.nc",2.5,run_tracksingle,42.05725860595703,,,,,3749.347508448566,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,cp,0,4096.0,,60,60,,[4],4,15,,beegfs-tmpfs,60,stage_out-run_tracksingle,,"cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc,cloudid_20160801_131500.nc,cloudid_20160801_141500.nc,cloudid_20160801_151500.nc,cloudid_20160801_161500.nc,cloudid_20160801_181500.nc,cloudid_20160801_191500.nc,cloudid_20160801_201500.nc,cloudid_20160801_211500.nc,cloudid_20160801_221500.nc,cloudid_20160801_231500.nc,cloudid_20160802_001500.nc,cloudid_20160802_011500.nc,cloudid_20160802_021500.nc,cloudid_20160802_031500.nc,cloudid_20160802_041500.nc,cloudid_20160802_051500.nc,cloudid_20160802_071500.nc,cloudid_20160802_081500.nc,cloudid_20160802_091500.nc,cloudid_20160802_101500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,cloudid_20160802_131500.nc,cloudid_20160802_141500.nc,cloudid_20160802_161500.nc,cloudid_20160802_171500.nc,cloudid_20160802_181500.nc,cloudid_20160802_191500.nc,cloudid_20160802_201500.nc,cloudid_20160802_211500.nc,cloudid_20160802_221500.nc,track_20160802_001500.nc,cloudid_20160801_021500.nc,cloudid_20160801_161500.nc,cloudid_20160801_211500.nc,cloudid_20160802_071500.nc,cloudid_20160802_111500.nc,cloudid_20160802_121500.nc,track_20160802_121500.nc,cloudid_20160801_003000.nc,cloudid_20160801_011500.nc,cloudid_20160801_021500.nc,cloudid_20160801_031500.nc,cloudid_20160801_041500.nc,cloudid_20160801_051500.nc,cloudid_20160801_061500.nc,cloudid_20160801_071500.nc,cloudid_20160801_081500.nc,cloudid_20160801_091500.nc,cloudid_20160801_101500.nc,cloudid_20160801_111500.nc,cloudid_20160801_121500.nc",2.5,run_tracksingle,157.80877113342285,,,,,3726.266518613818,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
