,operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_beegfs-tmpfs_16p,estimated_ts_slope_beegfs-tmpfs_16p,estimated_trMiB_beegfs-tmpfs_8p,estimated_ts_slope_beegfs-tmpfs_8p,estimated_trMiB_beegfs-tmpfs_4p,estimated_ts_slope_beegfs-tmpfs_4p,estimated_trMiB_beegfs-ssd_16p,estimated_ts_slope_beegfs-ssd_16p,estimated_trMiB_beegfs-ssd_8p,estimated_ts_slope_beegfs-ssd_8p,estimated_trMiB_beegfs-ssd_4p,estimated_ts_slope_beegfs-ssd_4p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_ssd_3p,estimated_ts_slope_ssd_3p,estimated_trMiB_ssd_6p,estimated_ts_slope_ssd_6p,estimated_trMiB_ssd_12p,estimated_ts_slope_ssd_12p,estimated_trMiB_ssd_13p,estimated_ts_slope_ssd_13p,estimated_trMiB_ssd_16p,estimated_ts_slope_ssd_16p,estimated_trMiB_ssd_24p,estimated_ts_slope_ssd_24p,estimated_trMiB_ssd_34p,estimated_ts_slope_ssd_34p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_beegfs_3p,estimated_ts_slope_beegfs_3p,estimated_trMiB_beegfs_6p,estimated_ts_slope_beegfs_6p,estimated_trMiB_beegfs_12p,estimated_ts_slope_beegfs_12p,estimated_trMiB_beegfs_13p,estimated_ts_slope_beegfs_13p,estimated_trMiB_beegfs_16p,estimated_ts_slope_beegfs_16p,estimated_trMiB_beegfs_24p,estimated_ts_slope_beegfs_24p,estimated_trMiB_beegfs_34p,estimated_ts_slope_beegfs_34p,estimated_trMiB_beegfs-ssd_13p,estimated_ts_slope_beegfs-ssd_13p,estimated_trMiB_beegfs-ssd_7p,estimated_ts_slope_beegfs-ssd_7p,estimated_trMiB_beegfs-tmpfs_13p,estimated_ts_slope_beegfs-tmpfs_13p,estimated_trMiB_beegfs-tmpfs_7p,estimated_ts_slope_beegfs-tmpfs_7p,estimated_trMiB_ssd-ssd_13p,estimated_ts_slope_ssd-ssd_13p,estimated_trMiB_ssd-ssd_7p,estimated_ts_slope_ssd-ssd_7p,estimated_trMiB_ssd-ssd_4p,estimated_ts_slope_ssd-ssd_4p,estimated_trMiB_tmpfs-tmpfs_13p,estimated_ts_slope_tmpfs-tmpfs_13p,estimated_trMiB_tmpfs-tmpfs_7p,estimated_ts_slope_tmpfs-tmpfs_7p,estimated_trMiB_tmpfs-tmpfs_4p,estimated_ts_slope_tmpfs-tmpfs_4p,estimated_trMiB_beegfs-ssd_34p,estimated_ts_slope_beegfs-ssd_34p,estimated_trMiB_beegfs-ssd_17p,estimated_ts_slope_beegfs-ssd_17p,estimated_trMiB_beegfs-ssd_9p,estimated_ts_slope_beegfs-ssd_9p,estimated_trMiB_beegfs-tmpfs_34p,estimated_ts_slope_beegfs-tmpfs_34p,estimated_trMiB_beegfs-tmpfs_17p,estimated_ts_slope_beegfs-tmpfs_17p,estimated_trMiB_beegfs-tmpfs_9p,estimated_ts_slope_beegfs-tmpfs_9p,estimated_trMiB_ssd-ssd_34p,estimated_ts_slope_ssd-ssd_34p,estimated_trMiB_ssd-ssd_17p,estimated_ts_slope_ssd-ssd_17p,estimated_trMiB_ssd-ssd_9p,estimated_ts_slope_ssd-ssd_9p,estimated_trMiB_tmpfs-tmpfs_34p,estimated_ts_slope_tmpfs-tmpfs_34p,estimated_trMiB_tmpfs-tmpfs_17p,estimated_ts_slope_tmpfs-tmpfs_17p,estimated_trMiB_tmpfs-tmpfs_9p,estimated_ts_slope_tmpfs-tmpfs_9p,estimated_trMiB_beegfs-ssd_24p,estimated_ts_slope_beegfs-ssd_24p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_24p,estimated_ts_slope_beegfs-tmpfs_24p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_24p,estimated_ts_slope_ssd-ssd_24p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_24p,estimated_ts_slope_tmpfs-tmpfs_24p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_tmpfs-beegfs_13p,estimated_ts_slope_tmpfs-beegfs_13p,estimated_trMiB_tmpfs-beegfs_7p,estimated_ts_slope_tmpfs-beegfs_7p,estimated_trMiB_tmpfs-beegfs_4p,estimated_ts_slope_tmpfs-beegfs_4p,estimated_trMiB_ssd-beegfs_13p,estimated_ts_slope_ssd-beegfs_13p,estimated_trMiB_ssd-beegfs_7p,estimated_ts_slope_ssd-beegfs_7p,estimated_trMiB_ssd-beegfs_4p,estimated_ts_slope_ssd-beegfs_4p
209,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-7-20241202-193029.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-7-20241202-193029.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-7-20241202-193029.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0011.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0011.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0011.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-3-20241202-192953.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-3-20241202-192953.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-3-20241202-192953.pt,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-5-20241202-193005.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-5-20241202-193005.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-5-20241202-193005.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0009.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0009.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0009.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,virtual_stage0000_task0000.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,virtual_stage0000_task0000.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,virtual_stage0000_task0000.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0002.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0002.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0002.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0007.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0007.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0007.h5,1.0,openmm,554.7116622924805,,,,,,,,,,,,,2465.888618064254,0.09713505240147047,,,,,,,,,,,,,,,891.0576344597694,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-4-20241202-192959.h5,1.0,openmm,4450.3963623046875,,,,,,,,,,,,,1190.184545591971,0.6104690937843785,,,,,,,,,,,,,,,2502.666356029238,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
