operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0000.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0000.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0000.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0005.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0005.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0005.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
0,1,327.87629555332666,15.899206161499023,1,1,0.101762188,"[1, 2, 4]",1,1,156.2388395333935,5,50847,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
0,1,327.87629555332666,15.899206161499023,1,1,0.101762188,"[1, 2, 4]",1,1,156.2388395333935,5,50847,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
