operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_beegfs-tmpfs_16p,estimated_ts_slope_beegfs-tmpfs_16p,estimated_trMiB_beegfs-tmpfs_8p,estimated_ts_slope_beegfs-tmpfs_8p,estimated_trMiB_beegfs-tmpfs_4p,estimated_ts_slope_beegfs-tmpfs_4p,estimated_trMiB_beegfs-ssd_16p,estimated_ts_slope_beegfs-ssd_16p,estimated_trMiB_beegfs-ssd_8p,estimated_ts_slope_beegfs-ssd_8p,estimated_trMiB_beegfs-ssd_4p,estimated_ts_slope_beegfs-ssd_4p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_ssd_3p,estimated_ts_slope_ssd_3p,estimated_trMiB_ssd_6p,estimated_ts_slope_ssd_6p,estimated_trMiB_ssd_12p,estimated_ts_slope_ssd_12p,estimated_trMiB_ssd_13p,estimated_ts_slope_ssd_13p,estimated_trMiB_ssd_16p,estimated_ts_slope_ssd_16p,estimated_trMiB_ssd_24p,estimated_ts_slope_ssd_24p,estimated_trMiB_ssd_34p,estimated_ts_slope_ssd_34p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_beegfs_3p,estimated_ts_slope_beegfs_3p,estimated_trMiB_beegfs_6p,estimated_ts_slope_beegfs_6p,estimated_trMiB_beegfs_12p,estimated_ts_slope_beegfs_12p,estimated_trMiB_beegfs_13p,estimated_ts_slope_beegfs_13p,estimated_trMiB_beegfs_16p,estimated_ts_slope_beegfs_16p,estimated_trMiB_beegfs_24p,estimated_ts_slope_beegfs_24p,estimated_trMiB_beegfs_34p,estimated_ts_slope_beegfs_34p,estimated_trMiB_tmpfs_1p,estimated_ts_slope_tmpfs_1p,estimated_trMiB_tmpfs_3p,estimated_ts_slope_tmpfs_3p,estimated_trMiB_tmpfs_6p,estimated_ts_slope_tmpfs_6p,estimated_trMiB_tmpfs_12p,estimated_ts_slope_tmpfs_12p,estimated_trMiB_tmpfs_13p,estimated_ts_slope_tmpfs_13p,estimated_trMiB_tmpfs_16p,estimated_ts_slope_tmpfs_16p,estimated_trMiB_tmpfs_24p,estimated_ts_slope_tmpfs_24p,estimated_trMiB_tmpfs_34p,estimated_ts_slope_tmpfs_34p,estimated_trMiB_beegfs-ssd_13p,estimated_ts_slope_beegfs-ssd_13p,estimated_trMiB_beegfs-ssd_7p,estimated_ts_slope_beegfs-ssd_7p,estimated_trMiB_beegfs-tmpfs_13p,estimated_ts_slope_beegfs-tmpfs_13p,estimated_trMiB_beegfs-tmpfs_7p,estimated_ts_slope_beegfs-tmpfs_7p,estimated_trMiB_ssd-ssd_13p,estimated_ts_slope_ssd-ssd_13p,estimated_trMiB_ssd-ssd_7p,estimated_ts_slope_ssd-ssd_7p,estimated_trMiB_ssd-ssd_4p,estimated_ts_slope_ssd-ssd_4p,estimated_trMiB_tmpfs-tmpfs_13p,estimated_ts_slope_tmpfs-tmpfs_13p,estimated_trMiB_tmpfs-tmpfs_7p,estimated_ts_slope_tmpfs-tmpfs_7p,estimated_trMiB_tmpfs-tmpfs_4p,estimated_ts_slope_tmpfs-tmpfs_4p,estimated_trMiB_beegfs-ssd_34p,estimated_ts_slope_beegfs-ssd_34p,estimated_trMiB_beegfs-ssd_17p,estimated_ts_slope_beegfs-ssd_17p,estimated_trMiB_beegfs-ssd_9p,estimated_ts_slope_beegfs-ssd_9p,estimated_trMiB_beegfs-tmpfs_34p,estimated_ts_slope_beegfs-tmpfs_34p,estimated_trMiB_beegfs-tmpfs_17p,estimated_ts_slope_beegfs-tmpfs_17p,estimated_trMiB_beegfs-tmpfs_9p,estimated_ts_slope_beegfs-tmpfs_9p,estimated_trMiB_ssd-ssd_34p,estimated_ts_slope_ssd-ssd_34p,estimated_trMiB_ssd-ssd_17p,estimated_ts_slope_ssd-ssd_17p,estimated_trMiB_ssd-ssd_9p,estimated_ts_slope_ssd-ssd_9p,estimated_trMiB_tmpfs-tmpfs_34p,estimated_ts_slope_tmpfs-tmpfs_34p,estimated_trMiB_tmpfs-tmpfs_17p,estimated_ts_slope_tmpfs-tmpfs_17p,estimated_trMiB_tmpfs-tmpfs_9p,estimated_ts_slope_tmpfs-tmpfs_9p,estimated_trMiB_beegfs-ssd_24p,estimated_ts_slope_beegfs-ssd_24p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_24p,estimated_ts_slope_beegfs-tmpfs_24p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_24p,estimated_ts_slope_ssd-ssd_24p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_24p,estimated_ts_slope_tmpfs-tmpfs_24p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_tmpfs-beegfs_13p,estimated_ts_slope_tmpfs-beegfs_13p,estimated_trMiB_tmpfs-beegfs_7p,estimated_ts_slope_tmpfs-beegfs_7p,estimated_trMiB_tmpfs-beegfs_4p,estimated_ts_slope_tmpfs-beegfs_4p,estimated_trMiB_ssd-beegfs_13p,estimated_ts_slope_ssd-beegfs_13p,estimated_trMiB_ssd-beegfs_7p,estimated_ts_slope_ssd-beegfs_7p,estimated_trMiB_ssd-beegfs_4p,estimated_ts_slope_ssd-beegfs_4p
read,1,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,virtual_stage0000_task0000.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,1,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,virtual_stage0000_task0000.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,1,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,virtual_stage0000_task0000.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-7-20241202-193029.h5,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-7-20241202-193029.h5,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-7-20241202-193029.h5,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0011.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0011.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0011.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-3-20241202-192953.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-3-20241202-192953.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-3-20241202-192953.pt,1.0,openmm,13351.189086914062,,,,,,,,,,,,,917.0584715600244,0.6104690937843785,,,,,,,,,,,,,,,2544.121709097685,0.6104690937843785,,,,,,,,,,,,,,,7761.054804019794,0.6104690937843785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-5-20241202-193005.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-5-20241202-193005.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-5-20241202-193005.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0009.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0009.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0009.h5,1.0,openmm,1664.1349868774414,,,,,,,,,,,,,2486.4161444444444,0.09713505240147047,,,,,,,,,,,,,,,901.4550333333334,0.09713505240147047,,,,,,,,,,,,,,,2781.9615388888888,0.09713505240147047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
