operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,parallelism,trMiB,storageType
write,0,1048576,5120,8,11.5941,4,2,32,441.605,nfs
read,0,1048576,5120,8,0.1822,4,2,32,28108.1091,nfs
write,0,4096,1024,16,2.3749,4,4,64,431.1727,nfs
read,0,4096,1024,16,0.0182,4,4,64,56374.1304,nfs
write,0,16777216,5120,8,11.5674,4,2,32,442.6245,nfs
read,0,16777216,5120,8,0.1506,4,2,32,33996.8634,nfs
write,0,1024,1024,4,2.5409,4,1,16,403.0022,nfs
read,0,1024,1024,4,0.1287,4,1,16,7958.2953,nfs
write,0,1024,5120,16,11.6453,4,4,64,439.6619,nfs
read,0,1024,5120,16,0.1711,4,4,64,29916.2774,nfs
write,0,1048576,1024,512,2.3971,4,128,2048,427.1807,nfs
read,0,1048576,1024,512,0.2134,4,128,2048,4799.4546,nfs
write,0,4194304,51200,16,113.861,4,4,64,449.6712,nfs
read,0,4194304,51200,16,113.8119,4,4,64,449.8651,nfs
write,0,1024,51200,64,113.9295,4,16,256,449.4006,nfs
read,0,1024,51200,64,113.5328,4,16,256,450.971,nfs
write,0,4096,1024,4,2.382,4,1,16,429.8898,nfs
read,0,4096,1024,4,0.0627,4,1,16,16340.9097,nfs
write,0,67108864,5120,32,9.11,4,8,128,449.6141,nfs
read,0,67108864,5120,32,0.0526,4,8,128,77931.7092,nfs
write,0,1048576,51200,32,113.6851,4,8,128,450.367,nfs
read,0,1048576,51200,32,57.0029,4,8,128,898.2,nfs
write,0,1024,51200,128,113.6182,4,32,512,450.6321,nfs
read,0,1024,51200,128,35.5029,4,32,512,1442.1355,nfs
write,0,67108864,5120,8,11.5967,4,2,32,441.5041,nfs
read,0,67108864,5120,8,0.1873,4,2,32,27330.8633,nfs
write,0,67108864,5120,16,11.4548,4,4,64,446.9761,nfs
read,0,67108864,5120,16,0.1103,4,4,64,46435.3921,nfs
write,0,4194304,5120,64,11.3737,4,16,256,450.1607,nfs
read,0,4194304,5120,64,0.0357,4,16,256,143423.1079,nfs
write,0,1048576,1024,8,2.34,4,2,32,437.6123,nfs
read,0,1048576,1024,8,0.0251,4,2,32,40829.9729,nfs
write,0,1048576,5120,256,11.3627,4,64,1024,450.5979,nfs
read,0,1048576,5120,256,0.0465,4,64,1024,110034.8163,nfs
write,0,16777216,5120,64,11.4788,4,16,256,446.0393,nfs
read,0,16777216,5120,64,0.0567,4,16,256,90369.0524,nfs
write,0,67108864,51200,8,114.851,4,2,32,445.7951,nfs
read,0,67108864,51200,8,57.1208,4,2,32,896.346,nfs
write,0,16777216,51200,512,108.8228,4,128,2048,451.67,nfs
read,0,16777216,51200,512,0.2948,4,128,2048,166733.2035,nfs
write,0,64,1024,512,2.7488,4,128,2048,372.5228,nfs
read,0,64,1024,512,0.2768,4,128,2048,3699.2145,nfs
write,0,67108864,5120,4,11.7588,4,1,16,435.4182,nfs
read,0,67108864,5120,4,0.2589,4,1,16,19777.4707,nfs
write,0,4096,5120,128,11.3635,4,32,512,450.5638,nfs
read,0,4096,5120,128,0.0325,4,32,512,157443.6611,nfs
write,0,1048576,5120,512,22.9998,4,128,2048,222.6109,nfs
read,0,1048576,5120,512,0.1705,4,128,2048,30021.3383,nfs
write,0,1048576,5120,4,11.8272,4,1,16,432.9003,nfs
read,0,1048576,5120,4,0.1651,4,1,16,31014.9792,nfs
write,0,64,1024,256,2.4966,4,64,1024,410.1577,nfs
read,0,64,1024,256,0.088,4,64,1024,11636.2609,nfs
write,0,16777216,1024,64,2.2948,4,16,256,446.2345,nfs
read,0,16777216,1024,64,0.0124,4,16,256,82667.2591,nfs
write,0,1048576,5120,32,11.3983,4,8,128,449.189,nfs
read,0,1048576,5120,32,0.0469,4,8,128,109246.6562,nfs
write,0,4194304,1024,4,2.3662,4,1,16,432.7645,nfs
read,0,4194304,1024,4,0.0419,4,1,16,24418.7497,nfs
write,0,4096,5120,256,11.3636,4,64,1024,450.5628,nfs
read,0,4096,5120,256,0.0395,4,64,1024,129486.7965,nfs
write,0,64,1024,4,5.195,4,1,16,197.113,nfs
read,0,64,1024,4,1.8501,4,1,16,553.4831,nfs
write,0,1024,1024,512,2.5679,4,128,2048,398.7653,nfs
read,0,1024,1024,512,0.2045,4,128,2048,5006.634,nfs
write,0,1048576,1024,4,2.3751,4,1,16,431.1407,nfs
read,0,1048576,1024,4,0.042,4,1,16,24398.9664,nfs
write,0,1024,51200,256,113.4815,4,64,1024,451.175,nfs
read,0,1024,51200,256,0.2466,4,64,1024,207628.158,nfs
write,0,4194304,5120,32,11.3878,4,8,128,449.6053,nfs
read,0,4194304,5120,32,0.0447,4,8,128,114665.6286,nfs
write,0,4096,1024,64,2.3025,4,16,256,444.7405,nfs
read,0,4096,1024,64,0.0095,4,16,256,107774.3626,nfs
write,0,67108864,51200,256,108.7125,4,64,1024,452.1284,nfs
read,0,67108864,51200,256,0.3228,4,64,1024,152249.7172,nfs
write,0,4194304,51200,128,113.3178,4,32,512,451.8266,nfs
read,0,4194304,51200,128,0.3099,4,32,512,165197.799,nfs
write,0,4194304,5120,256,11.3594,4,64,1024,450.7264,nfs
read,0,4194304,5120,256,0.0445,4,64,1024,114974.7002,nfs
write,0,1024,5120,8,11.9885,4,2,32,427.0768,nfs
read,0,1024,5120,8,0.3384,4,2,32,15130.8343,nfs
write,0,1048576,1024,8,2.3296,4,2,32,439.5553,nfs
read,0,1048576,1024,8,0.0256,4,2,32,39927.1034,nfs
write,0,16777216,5120,256,9.1281,4,64,1024,448.7257,nfs
read,0,16777216,5120,256,0.0723,4,64,1024,56663.2315,nfs
write,0,4194304,5120,8,11.5797,4,2,32,442.1531,nfs
read,0,4194304,5120,8,0.1212,4,2,32,42228.6597,nfs
write,0,1048576,5120,4,11.7908,4,1,16,434.2375,nfs
read,0,1048576,5120,4,0.1654,4,1,16,30956.7773,nfs
write,0,1048576,51200,4,115.956,4,1,16,441.5469,nfs
read,0,1048576,51200,4,114.1675,4,1,16,448.464,nfs
write,0,16777216,51200,512,108.7978,4,128,2048,451.7737,nfs
read,0,16777216,51200,512,0.3454,4,128,2048,142290.3989,nfs
write,0,4096,5120,256,11.3456,4,64,1024,451.2752,nfs
read,0,4096,5120,256,0.0436,4,64,1024,117334.4725,nfs
write,0,67108864,1024,16,2.309,4,4,64,443.4855,nfs
read,0,67108864,1024,16,0.0216,4,4,64,47462.4903,nfs
write,0,4194304,5120,512,9.1389,4,128,2048,448.1918,nfs
read,0,4194304,5120,512,0.1624,4,128,2048,25221.0636,nfs
write,0,1048576,51200,32,113.5788,4,8,128,450.7884,nfs
read,0,1048576,51200,32,42.6741,4,8,128,1199.7921,nfs
write,0,4194304,1024,256,2.3304,4,64,1024,439.4084,nfs
read,0,4194304,1024,256,0.0327,4,64,1024,31303.8331,nfs
write,0,1048576,1024,64,2.2948,4,16,256,446.2291,nfs
read,0,1048576,1024,64,0.0096,4,16,256,106605.1022,nfs
write,0,16777216,5120,4,11.8001,4,1,16,433.8939,nfs
read,0,16777216,5120,4,0.2005,4,1,16,25537.9716,nfs
write,0,1024,1024,128,2.3174,4,32,512,441.8674,nfs
read,0,1024,1024,128,0.0204,4,32,512,50203.4441,nfs
write,0,268435456,1024,4,2.3709,4,1,16,431.9076,nfs
read,0,268435456,1024,4,0.0611,4,1,16,16751.9284,nfs
write,0,4194304,5120,256,11.3751,4,64,1024,450.1054,nfs
read,0,4194304,5120,256,0.0562,4,64,1024,91123.13,nfs
write,0,4096,5120,512,11.396,4,128,2048,449.2812,nfs
read,0,4096,5120,512,0.2323,4,128,2048,22043.4239,nfs
write,0,4194304,51200,4,116.0603,4,1,16,441.1501,nfs
read,0,4194304,51200,4,114.1613,4,1,16,448.4881,nfs
write,0,16777216,51200,8,114.6936,4,2,32,446.4066,nfs
read,0,16777216,51200,8,1.3618,4,2,32,37597.4668,nfs
write,0,268435456,5120,8,9.2945,4,2,32,440.6923,nfs
read,0,268435456,5120,8,0.129,4,2,32,31741.9811,nfs
write,0,4096,1024,256,2.4505,4,64,1024,417.8658,nfs
read,0,4096,1024,256,0.0429,4,64,1024,23864.4306,nfs
write,0,1024,51200,16,115.0792,4,4,64,444.911,nfs
read,0,1024,51200,16,113.7345,4,4,64,450.1713,nfs
write,0,16777216,1024,8,2.3418,4,2,32,437.2766,nfs
read,0,16777216,1024,8,0.0298,4,2,32,34412.4874,nfs
write,0,4096,1024,64,2.3063,4,16,256,444.006,nfs
read,0,4096,1024,64,0.0102,4,16,256,100227.0377,nfs
write,0,4194304,1024,16,2.337,4,4,64,438.1614,nfs
read,0,4194304,1024,16,0.0152,4,4,64,67512.5292,nfs
write,0,1048576,1024,16,2.3356,4,4,64,438.4362,nfs
read,0,1048576,1024,16,0.018,4,4,64,56931.442,nfs
write,0,4096,5120,128,11.3544,4,32,512,450.9254,nfs
read,0,4096,5120,128,0.0366,4,32,512,140004.6497,nfs
write,0,1024,1024,32,2.324,4,8,128,440.6202,nfs
read,0,1024,1024,32,0.0178,4,8,128,57403.4148,nfs
write,0,64,1024,64,2.4687,4,16,256,414.7873,nfs
read,0,64,1024,64,0.119,4,16,256,8608.1705,nfs
write,0,16777216,1024,64,2.2985,4,16,256,445.5039,nfs
read,0,16777216,1024,64,0.0143,4,16,256,71596.6758,nfs
write,0,64,1024,64,2.4742,4,16,256,413.8697,nfs
read,0,64,1024,64,0.119,4,16,256,8605.4404,nfs
write,0,67108864,51200,64,108.9766,4,16,256,451.0325,nfs
read,0,67108864,51200,64,6.8908,4,16,256,7132.9385,nfs
write,0,4194304,5120,16,11.461,4,4,64,446.7319,nfs
read,0,4194304,5120,16,0.0675,4,4,64,75901.9179,nfs
write,0,1048576,1024,32,2.3108,4,8,128,443.1285,nfs
read,0,1048576,1024,32,0.0124,4,8,128,82746.425,nfs
write,0,64,1024,4,5.1982,4,1,16,196.9909,nfs
read,0,64,1024,4,1.858,4,1,16,551.1342,nfs
write,0,4194304,51200,4,116.0451,4,1,16,441.2076,nfs
read,0,4194304,51200,4,1.6255,4,1,16,31498.5445,nfs
write,0,1048576,5120,128,11.3495,4,32,512,451.12,nfs
read,0,1048576,5120,128,0.0335,4,32,512,152955.6377,nfs
write,0,4194304,5120,4,11.7967,4,1,16,434.0196,nfs
read,0,4194304,5120,4,0.1657,4,1,16,30897.0323,nfs
write,0,67108864,5120,64,9.1001,4,16,256,450.1048,nfs
read,0,67108864,5120,64,0.0454,4,16,256,90314.4997,nfs
write,0,4096,51200,64,113.471,4,16,256,451.2165,nfs
read,0,4096,51200,64,28.4537,4,16,256,1799.4135,nfs
write,0,16777216,5120,4,11.7729,4,1,16,434.8963,nfs
read,0,16777216,5120,4,0.1945,4,1,16,26320.4141,nfs
write,0,16777216,1024,16,2.2995,4,4,64,445.3218,nfs
read,0,16777216,1024,16,0.0259,4,4,64,39607.813,nfs
write,0,67108864,51200,128,108.8309,4,32,512,451.6365,nfs
read,0,67108864,51200,128,0.3437,4,32,512,143027.9892,nfs
write,0,268435456,5120,16,9.1576,4,4,64,447.2764,nfs
read,0,268435456,5120,16,0.0847,4,4,64,48331.3689,nfs
write,0,1048576,51200,16,113.9717,4,4,64,449.2345,nfs
read,0,1048576,51200,16,113.7528,4,4,64,450.0987,nfs
write,0,4194304,5120,256,11.3514,4,64,1024,451.0454,nfs
read,0,4194304,5120,256,0.0426,4,64,1024,120320.4057,nfs
write,0,4096,5120,16,11.463,4,4,64,446.6542,nfs
read,0,4096,5120,16,0.1055,4,4,64,48543.9102,nfs
write,0,1024,51200,32,114.1708,4,8,128,448.4508,nfs
read,0,1024,51200,32,113.6791,4,8,128,450.3906,nfs
write,0,16777216,1024,64,2.2882,4,16,256,447.5172,nfs
read,0,16777216,1024,64,0.0147,4,16,256,69772.858,nfs
write,0,16777216,5120,256,9.1093,4,64,1024,449.6496,nfs
read,0,16777216,5120,256,0.0458,4,64,1024,89516.6594,nfs
write,0,1048576,51200,64,113.511,4,16,256,451.0577,nfs
read,0,1048576,51200,64,42.68,4,16,256,1199.6258,nfs
write,0,4194304,5120,64,11.4482,4,16,256,447.2334,nfs
read,0,4194304,5120,64,0.0331,4,16,256,154782.2376,nfs
write,0,4096,1024,8,2.3363,4,2,32,438.3008,nfs
read,0,4096,1024,8,0.0334,4,2,32,30640.0381,nfs
write,0,1024,5120,64,11.6658,4,16,256,438.8896,nfs
read,0,1024,5120,64,0.0442,4,16,256,115789.2166,nfs
write,0,67108864,51200,8,114.8498,4,2,32,445.7996,nfs
read,0,67108864,51200,8,1.4771,4,2,32,34661.4581,nfs
write,0,1024,51200,128,113.5631,4,32,512,450.8508,nfs
read,0,1024,51200,128,42.5897,4,32,512,1202.1679,nfs
write,0,4194304,5120,4,11.7896,4,1,16,434.281,nfs
read,0,4194304,5120,4,0.1647,4,1,16,31089.9371,nfs
write,0,1024,51200,64,113.7747,4,16,256,450.0122,nfs
read,0,1024,51200,64,113.5245,4,16,256,451.0039,nfs
write,0,67108864,51200,4,115.7999,4,1,16,442.1418,nfs
read,0,67108864,51200,4,114.166,4,1,16,448.4697,nfs
write,0,4194304,5120,32,11.3995,4,8,128,449.1438,nfs
read,0,4194304,5120,32,0.0459,4,8,128,111504.632,nfs
write,0,1048576,5120,64,11.376,4,16,256,450.0688,nfs
read,0,1048576,5120,64,0.0319,4,16,256,160660.4752,nfs
write,0,1024,1024,4,2.523,4,1,16,405.8687,nfs
read,0,1024,1024,4,0.129,4,1,16,7940.2392,nfs
write,0,1048576,51200,512,113.2541,4,128,2048,452.0808,nfs
read,0,1048576,51200,512,0.2338,4,128,2048,218975.9194,nfs
write,0,64,1024,4,5.2095,4,1,16,196.5629,nfs
read,0,64,1024,4,1.8771,4,1,16,545.5185,nfs
write,0,16777216,5120,64,11.3653,4,16,256,450.4959,nfs
read,0,16777216,5120,64,0.0525,4,16,256,97516.4076,nfs
write,0,1048576,1024,32,2.2993,4,8,128,445.3509,nfs
read,0,1048576,1024,32,0.0124,4,8,128,82458.2279,nfs
write,0,4096,51200,512,113.2621,4,128,2048,452.0488,nfs
read,0,4096,51200,512,0.2776,4,128,2048,184409.2191,nfs
write,0,16777216,51200,64,113.4984,4,16,256,451.1079,nfs
read,0,16777216,51200,64,28.6688,4,16,256,1785.9155,nfs
write,0,67108864,1024,4,2.3918,4,1,16,428.1283,nfs
read,0,67108864,1024,4,0.0624,4,1,16,16407.0289,nfs
write,0,4194304,51200,8,114.7654,4,2,32,446.1274,nfs
read,0,4194304,51200,8,57.1398,4,2,32,896.0478,nfs
write,0,4096,1024,8,2.3441,4,2,32,436.8388,nfs
read,0,4096,1024,8,0.036,4,2,32,28447.9973,nfs
write,0,1024,51200,512,113.3024,4,128,2048,451.8879,nfs
read,0,1024,51200,512,0.3871,4,128,2048,132278.7349,nfs
write,0,67108864,51200,64,108.9288,4,16,256,451.2304,nfs
read,0,67108864,51200,64,20.6191,4,16,256,2383.8085,nfs
write,0,1024,1024,8,2.4098,4,2,32,424.9284,nfs
read,0,1024,1024,8,0.0669,4,2,32,15311.5613,nfs
write,0,4194304,1024,64,2.292,4,16,256,446.777,nfs
read,0,4194304,1024,64,0.0099,4,16,256,103608.9192,nfs
write,0,16777216,1024,4,2.379,4,1,16,430.4363,nfs
read,0,16777216,1024,4,0.0482,4,1,16,21263.6214,nfs
write,0,4194304,5120,32,11.3922,4,8,128,449.4299,nfs
read,0,4194304,5120,32,0.0403,4,8,128,127160.218,nfs
write,0,4096,5120,512,11.404,4,128,2048,448.9669,nfs
read,0,4096,5120,512,0.1962,4,128,2048,26095.0513,nfs
write,0,4194304,1024,8,2.3355,4,2,32,438.4417,nfs
read,0,4194304,1024,8,0.0258,4,2,32,39755.692,nfs
write,0,1024,5120,64,11.5006,4,16,256,445.1952,nfs
read,0,1024,5120,64,0.0451,4,16,256,113481.4475,nfs
write,0,4194304,1024,16,2.31,4,4,64,443.2972,nfs
read,0,4194304,1024,16,0.0188,4,4,64,54513.5401,nfs
write,0,64,1024,128,2.3823,4,32,512,429.8457,nfs
read,0,64,1024,128,0.0628,4,32,512,16298.0265,nfs
write,0,16777216,1024,32,2.337,4,8,128,438.1636,nfs
read,0,16777216,1024,32,0.0142,4,8,128,72051.8075,nfs
write,0,4194304,51200,512,113.2576,4,128,2048,452.0667,nfs
read,0,4194304,51200,512,0.2813,4,128,2048,182006.5017,nfs
write,0,4096,5120,256,11.3624,4,64,1024,450.6089,nfs
read,0,4096,5120,256,0.04,4,64,1024,127872.1279,nfs
write,0,16777216,5120,8,11.6069,4,2,32,441.1173,nfs
read,0,16777216,5120,8,0.1297,4,2,32,39475.1793,nfs
write,0,4096,5120,8,11.6037,4,2,32,441.2394,nfs
read,0,4096,5120,8,0.1716,4,2,32,29838.5257,nfs
write,0,1048576,5120,256,11.3733,4,64,1024,450.179,nfs
read,0,1048576,5120,256,0.0451,4,64,1024,113471.0403,nfs
write,0,1048576,1024,4,2.4101,4,1,16,424.8765,nfs
read,0,1048576,1024,4,0.0418,4,1,16,24511.9489,nfs
write,0,16777216,51200,128,113.3983,4,32,512,451.5058,nfs
read,0,16777216,51200,128,0.3398,4,32,512,150672.3517,nfs
write,0,4096,51200,64,113.4763,4,16,256,451.1954,nfs
read,0,4096,51200,64,28.5998,4,16,256,1790.2231,nfs
write,0,16777216,51200,4,115.8829,4,1,16,441.8252,nfs
read,0,16777216,51200,4,114.1605,4,1,16,448.4915,nfs
write,0,67108864,1024,16,2.3517,4,4,64,435.4209,nfs
read,0,67108864,1024,16,0.0241,4,4,64,42568.2719,nfs
write,0,16777216,1024,8,2.3452,4,2,32,436.6359,nfs
read,0,16777216,1024,8,0.0297,4,2,32,34535.1987,nfs
write,0,4096,51200,16,114.0458,4,4,64,448.9426,nfs
read,0,4096,51200,16,113.7136,4,4,64,450.2538,nfs
write,0,1024,5120,32,11.4965,4,8,128,445.3525,nfs
read,0,1024,5120,32,0.0906,4,8,128,56526.8152,nfs
write,0,4096,1024,512,2.4111,4,128,2048,424.7048,nfs
read,0,4096,1024,512,0.2177,4,128,2048,4702.7432,nfs
write,0,67108864,51200,16,113.8936,4,4,64,449.5422,nfs
read,0,67108864,51200,16,113.7238,4,4,64,450.2136,nfs
write,0,64,1024,16,3.0431,4,4,64,336.5006,nfs
read,0,64,1024,16,0.4686,4,4,64,2185.4572,nfs
write,0,1024,5120,512,11.4108,4,128,2048,448.6993,nfs
read,0,1024,5120,512,0.1953,4,128,2048,26217.8089,nfs
write,0,64,1024,16,3.014,4,4,64,339.7432,nfs
read,0,64,1024,16,0.466,4,4,64,2197.5031,nfs
write,0,4194304,1024,128,2.3084,4,32,512,443.5913,nfs
read,0,4194304,1024,128,0.013,4,32,512,78746.2005,nfs
write,0,4194304,1024,64,2.2849,4,16,256,448.1556,nfs
read,0,4194304,1024,64,0.0097,4,16,256,105458.7031,nfs
write,0,4194304,1024,64,2.2942,4,16,256,446.3442,nfs
read,0,4194304,1024,64,0.0106,4,16,256,96855.9371,nfs
write,0,16777216,51200,64,113.5041,4,16,256,451.0852,nfs
read,0,16777216,51200,64,14.2915,4,16,256,3582.5426,nfs
write,0,4194304,51200,16,113.8954,4,4,64,449.5355,nfs
read,0,4194304,51200,16,113.6947,4,4,64,450.3287,nfs
write,0,4194304,5120,8,11.5754,4,2,32,442.3159,nfs
read,0,4194304,5120,8,0.1609,4,2,32,31821.686,nfs
write,0,4194304,1024,8,2.3547,4,2,32,434.8745,nfs
read,0,4194304,1024,8,0.0263,4,2,32,38996.3171,nfs
write,0,1048576,5120,64,11.3643,4,16,256,450.5322,nfs
read,0,1048576,5120,64,0.0326,4,16,256,157068.1319,nfs
write,0,4096,51200,256,113.2475,4,64,1024,452.1071,nfs
read,0,4096,51200,256,0.1906,4,64,1024,268569.7942,nfs
write,0,67108864,1024,8,2.3374,4,2,32,438.093,nfs
read,0,67108864,1024,8,0.0341,4,2,32,30070.1513,nfs
write,0,4096,1024,4,2.3858,4,1,16,429.2096,nfs
read,0,4096,1024,4,0.0625,4,1,16,16395.3844,nfs
write,0,67108864,5120,16,11.4632,4,4,64,446.6486,nfs
read,0,67108864,5120,16,0.1053,4,4,64,48627.7999,nfs
write,0,67108864,5120,8,11.5864,4,2,32,441.8966,nfs
read,0,67108864,5120,8,0.1603,4,2,32,31939.9427,nfs
write,0,4194304,1024,128,2.3108,4,32,512,443.1422,nfs
read,0,4194304,1024,128,0.0195,4,32,512,52510.2785,nfs
write,0,16777216,5120,32,11.3974,4,8,128,449.2235,nfs
read,0,16777216,5120,32,0.061,4,8,128,83946.2599,nfs
write,0,1024,1024,64,2.3415,4,16,256,437.3314,nfs
read,0,1024,1024,64,0.0113,4,16,256,90761.732,nfs
write,0,4096,51200,32,113.6215,4,8,128,450.619,nfs
read,0,4096,51200,32,113.6238,4,8,128,450.6098,nfs
write,0,64,1024,32,2.6486,4,8,128,386.6213,nfs
read,0,64,1024,32,0.2394,4,8,128,4278.0323,nfs
write,0,1048576,5120,16,11.4769,4,4,64,446.1116,nfs
read,0,1048576,5120,16,0.0688,4,4,64,74388.4568,nfs
write,0,1048576,1024,64,2.2987,4,16,256,445.4646,nfs
read,0,1048576,1024,64,0.0092,4,16,256,111363.0313,nfs
write,0,4096,51200,128,113.3587,4,32,512,451.6637,nfs
read,0,4096,51200,128,0.3362,4,32,512,152307.3313,nfs
write,0,4194304,51200,64,113.4928,4,16,256,451.1299,nfs
read,0,4194304,51200,64,0.3407,4,16,256,150258.0732,nfs
write,0,4194304,51200,256,113.247,4,64,1024,452.1092,nfs
read,0,4194304,51200,256,0.2101,4,64,1024,243703.0604,nfs
write,0,64,1024,32,2.6658,4,8,128,384.1231,nfs
read,0,64,1024,32,0.2353,4,8,128,4352.476,nfs
write,0,16777216,5120,32,11.3932,4,8,128,449.3923,nfs
read,0,16777216,5120,32,0.0805,4,8,128,63574.9838,nfs
write,0,4096,5120,32,11.4123,4,8,128,448.6399,nfs
read,0,4096,5120,32,0.0584,4,8,128,87702.9171,nfs
write,0,16777216,5120,16,11.462,4,4,64,446.6926,nfs
read,0,16777216,5120,16,0.1009,4,4,64,50730.1239,nfs
write,0,64,1024,8,3.756,4,2,32,272.6322,nfs
read,0,64,1024,8,0.9363,4,2,32,1093.6216,nfs
write,0,4096,51200,128,113.3644,4,32,512,451.641,nfs
read,0,4096,51200,128,0.3183,4,32,512,160843.9265,nfs
write,0,16777216,51200,512,108.7601,4,128,2048,451.9306,nfs
read,0,16777216,51200,512,0.3321,4,128,2048,147997.9889,nfs
write,0,1048576,51200,4,115.9656,4,1,16,441.5102,nfs
read,0,1048576,51200,4,114.2756,4,1,16,448.0398,nfs
write,0,16777216,5120,8,11.5766,4,2,32,442.2705,nfs
read,0,16777216,5120,8,0.1327,4,2,32,38577.4351,nfs
write,0,1073741824,5120,4,9.4057,4,1,16,435.4809,nfs
read,0,1073741824,5120,4,0.2057,4,1,16,19912.9046,nfs
write,0,1024,1024,16,2.3517,4,4,64,435.4322,nfs
read,0,1024,1024,16,0.0339,4,4,64,30169.5716,nfs
write,0,1024,1024,32,2.332,4,8,128,439.1172,nfs
read,0,1024,1024,32,0.0186,4,8,128,55063.3077,nfs
write,0,1048576,51200,128,113.3384,4,32,512,451.7445,nfs
read,0,1048576,51200,128,0.3068,4,32,512,166909.9194,nfs
write,0,4096,5120,64,11.3686,4,16,256,450.3629,nfs
read,0,4096,5120,64,0.0385,4,16,256,133015.7167,nfs
write,0,4194304,51200,64,113.4724,4,16,256,451.211,nfs
read,0,4194304,51200,64,21.3395,4,16,256,2399.3111,nfs
write,0,1048576,51200,8,114.8941,4,2,32,445.6277,nfs
read,0,1048576,51200,8,1.2838,4,2,32,39882.4609,nfs
write,0,16777216,51200,8,114.9194,4,2,32,445.5297,nfs
read,0,16777216,51200,8,57.1141,4,2,32,896.4504,nfs
write,0,4194304,1024,16,2.3172,4,4,64,441.9193,nfs
read,0,4194304,1024,16,0.0136,4,4,64,75453.4409,nfs
write,0,4194304,51200,256,113.254,4,64,1024,452.0813,nfs
read,0,4194304,51200,256,0.206,4,64,1024,248578.5422,nfs
write,0,4096,51200,4,116.1577,4,1,16,440.78,nfs
read,0,4096,51200,4,2.6792,4,1,16,19110.0527,nfs
write,0,1024,51200,256,113.3917,4,64,1024,451.5323,nfs
read,0,1024,51200,256,0.2282,4,64,1024,224331.1119,nfs
write,0,16777216,5120,64,11.3644,4,16,256,450.5312,nfs
read,0,16777216,5120,64,0.0439,4,16,256,116639.518,nfs
write,0,1048576,51200,8,114.9361,4,2,32,445.4649,nfs
read,0,1048576,51200,8,57.1621,4,2,32,895.6986,nfs
write,0,1024,51200,8,117.1924,4,2,32,436.8884,nfs
read,0,1024,51200,8,3.3557,4,2,32,15257.7174,nfs
write,0,1048576,1024,512,2.4673,4,128,2048,415.0306,nfs
read,0,1048576,1024,512,0.1636,4,128,2048,6259.301,nfs
write,0,1048576,51200,256,113.2651,4,64,1024,452.037,nfs
read,0,1048576,51200,256,0.2393,4,64,1024,213963.9815,nfs
write,0,1048576,5120,8,11.5927,4,2,32,441.658,nfs
read,0,1048576,5120,8,0.1252,4,2,32,40892.5959,nfs
write,0,1024,5120,8,11.9794,4,2,32,427.3989,nfs
read,0,1024,5120,8,0.337,4,2,32,15194.6433,nfs
write,0,16777216,5120,128,9.0801,4,32,512,451.0984,nfs
read,0,16777216,5120,128,0.0401,4,32,512,102120.7101,nfs
write,0,64,1024,8,3.7358,4,2,32,274.1012,nfs
read,0,64,1024,8,0.94,4,2,32,1089.366,nfs
write,0,1024,51200,8,117.3463,4,2,32,436.3153,nfs
read,0,1024,51200,8,3.4367,4,2,32,14898.0804,nfs
write,0,64,1024,256,2.6981,4,64,1024,379.5259,nfs
read,0,64,1024,256,0.0853,4,64,1024,12008.7737,nfs
write,0,4194304,51200,4,115.9206,4,1,16,441.6815,nfs
read,0,4194304,51200,4,114.171,4,1,16,448.45,nfs
write,0,4096,1024,256,2.3162,4,64,1024,442.0968,nfs
read,0,4096,1024,256,0.0503,4,64,1024,20344.89,nfs
write,0,4194304,5120,4,11.7434,4,1,16,435.9896,nfs
read,0,4194304,5120,4,0.1654,4,1,16,30957.8483,nfs
write,0,1024,5120,256,11.3736,4,64,1024,450.1634,nfs
read,0,1024,5120,256,0.0481,4,64,1024,106536.1133,nfs
write,0,64,1024,128,2.3885,4,32,512,428.7149,nfs
read,0,64,1024,128,0.0644,4,32,512,15899.5217,nfs
write,0,268435456,1024,4,2.384,4,1,16,429.5218,nfs
read,0,268435456,1024,4,0.0594,4,1,16,17232.225,nfs
write,0,67108864,51200,4,115.7321,4,1,16,442.4011,nfs
read,0,67108864,51200,4,2.3548,4,1,16,21742.762,nfs
write,0,4096,5120,64,11.3829,4,16,256,449.7967,nfs
read,0,4096,5120,64,0.0368,4,16,256,139196.0044,nfs
write,0,4194304,51200,32,113.6295,4,8,128,450.5871,nfs
read,0,4194304,51200,32,85.3185,4,8,128,600.1041,nfs
write,0,4096,1024,256,2.3125,4,64,1024,442.8169,nfs
read,0,4096,1024,256,0.0353,4,64,1024,29039.743,nfs
write,0,1048576,51200,128,113.3414,4,32,512,451.7327,nfs
read,0,1048576,51200,128,0.3026,4,32,512,169182.2078,nfs
write,0,4096,1024,64,2.2997,4,16,256,445.2788,nfs
read,0,4096,1024,64,0.0112,4,16,256,91783.1576,nfs
write,0,4194304,5120,128,11.345,4,32,512,451.2987,nfs
read,0,4194304,5120,128,0.0358,4,32,512,143002.0961,nfs
