nodes,total,in_o0,in_o1,in_o2,exec_o0,exec_o1,exec_o2,out_o0,out_o1,out_o2,critical_path,openmm_stor,aggregate_stor,training_stor,inference_stor,in_openmm,read_openmm,write_openmm,out_openmm,in_aggregate,read_aggregate,write_aggregate,out_aggregate,in_training,read_training,write_training,out_training,in_inference,read_inference,write_inference,out_inference
4,7.5223058886126815,0.0,0.071207113876422,0.0,0.2356378921481932,5.893275673620835,1.2761856469925568,0.0459995619746752,0.0,0.0,read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->stage_in_aggregate(4)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,tmpfs,beegfs,beegfs,-,0.117818,0.117820,0.046000,0.071207,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
1,7.547777907608586,0.0,0.0,0.0,0.3783165869951943,5.893275673620835,1.2761856469925568,0.0,0.0,0.0,read_openmm(12)->write_openmm(12)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,beegfs,beegfs,-,0.189156,0.189160,-,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
2,7.58380373593585,0.0,0.0532334150397215,0.0,0.32245745007306303,5.893275673620835,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_aggregate(16)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,beegfs,beegfs,-,0.161227,0.161230,0.038652,0.053233,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
2,7.6091254465375515,0.0,0.071207113876422,0.0,0.32245745007306303,5.893275673620835,1.2761856469925568,0.0459995619746752,0.0,0.0,read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->stage_in_aggregate(4)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,tmpfs,beegfs,beegfs,-,0.161227,0.161230,0.046000,0.071207,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
1,7.639662872857981,0.0,0.0532334150397215,0.0,0.3783165869951943,5.893275673620835,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_aggregate(16)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,beegfs,beegfs,-,0.189156,0.189160,0.038652,0.053233,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
1,7.664984583459683,0.0,0.071207113876422,0.0,0.3783165869951943,5.893275673620835,1.2761856469925568,0.0459995619746752,0.0,0.0,read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_aggregate(4)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,tmpfs,beegfs,beegfs,-,0.189156,0.189160,0.046000,0.071207,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
4,7.854395253958179,0.0386515502096743,0.0,0.0,0.5157529127306587,5.893275673620835,1.2761856469925568,0.1305294704044552,0.0,0.0,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,beegfs,beegfs,0.038652,0.257876,0.257876,0.130529,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
1,8.126742915712335,0.0459995619746752,0.0,0.0,0.041074799205917695,5.893275673620835,0.4303109022903254,1.6889938558178867,0.0,0.0270881228026942,stage_in_openmm(6)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),tmpfs,beegfs,beegfs,tmpfs,0.046000,0.020537,0.020538,1.688994,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.215155,0.215155,0.027088
1,8.126742915712335,0.0459995619746752,0.0,0.0,0.041074799205917695,5.893275673620835,0.4303109022903254,1.6889938558178867,0.0,0.0270881228026942,stage_in_openmm(6)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),tmpfs,tmpfs,beegfs,tmpfs,0.046000,0.020537,0.020538,1.688994,-,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.215155,0.215155,0.027088
4,8.142943864857223,0.0459995619746752,0.0,0.0,0.0572757483508076,5.893275673620835,0.4303109022903254,1.6889938558178867,0.0,0.0270881228026942,stage_in_openmm(6)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),tmpfs,beegfs,beegfs,tmpfs,0.046000,0.028638,0.028638,1.688994,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.215155,0.215155,0.027088
4,8.142943864857223,0.0459995619746752,0.0,0.0,0.0572757483508076,5.893275673620835,0.4303109022903254,1.6889938558178867,0.0,0.0270881228026942,stage_in_openmm(6)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),tmpfs,tmpfs,beegfs,tmpfs,0.046000,0.028638,0.028638,1.688994,-,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.215155,0.215155,0.027088
2,8.148092331102866,0.0459995619746752,0.0,0.0,0.06242421459645,5.893275673620835,0.4303109022903254,1.6889938558178867,0.0,0.0270881228026942,stage_in_openmm(6)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),tmpfs,beegfs,beegfs,tmpfs,0.046000,0.031212,0.031212,1.688994,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.215155,0.215155,0.027088
2,8.148092331102866,0.0459995619746752,0.0,0.0,0.06242421459645,5.893275673620835,0.4303109022903254,1.6889938558178867,0.0,0.0270881228026942,stage_in_openmm(6)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),tmpfs,tmpfs,beegfs,tmpfs,0.046000,0.031212,0.031212,1.688994,-,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.215155,0.215155,0.027088
2,8.344469988351296,0.0386515502096743,0.0,0.0,1.0058276471237744,5.893275673620835,1.2761856469925568,0.1305294704044552,0.0,0.0,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,beegfs,beegfs,0.038652,0.502914,0.502914,0.130529,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
1,8.514276218602038,0.0386515502096743,0.0,0.0,1.1756338773745167,5.893275673620835,1.2761856469925568,0.1305294704044552,0.0,0.0,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,beegfs,beegfs,0.038652,0.587806,0.587827,0.130529,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
4,8.662866129067709,0.0386515502096743,0.0,0.0,0.5157529127306587,5.893275673620835,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,beegfs,beegfs,ssd,0.038652,0.257876,0.257876,1.686289,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.230594,0.230594,0.067709
4,8.662866129067709,0.0386515502096743,0.0,0.0,0.5157529127306587,5.893275673620835,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,ssd,beegfs,ssd,0.038652,0.257876,0.257876,1.686289,-,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.230594,0.230594,0.067709
1,8.945529537611872,0.0459995619746752,0.0,0.0,0.041074799205917695,5.893275673620835,1.2761856469925568,1.6889938558178867,0.0,0.0,stage_in_openmm(6)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),tmpfs,tmpfs,beegfs,beegfs,0.046000,0.020537,0.020538,1.688994,-,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
4,8.96173048675676,0.0459995619746752,0.0,0.0,0.0572757483508076,5.893275673620835,1.2761856469925568,1.6889938558178867,0.0,0.0,stage_in_openmm(6)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),tmpfs,tmpfs,beegfs,beegfs,0.046000,0.028638,0.028638,1.688994,-,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
2,8.966878953002404,0.0459995619746752,0.0,0.0,0.06242421459645,5.893275673620835,1.2761856469925568,1.6889938558178867,0.0,0.0,stage_in_openmm(6)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),tmpfs,tmpfs,beegfs,beegfs,0.046000,0.031212,0.031212,1.688994,-,0.249123,0.249123,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
2,9.152940863460824,0.0386515502096743,0.0,0.0,1.0058276471237744,5.893275673620835,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,beegfs,beegfs,ssd,0.038652,0.502914,0.502914,1.686289,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.230594,0.230594,0.067709
2,9.152940863460824,0.0386515502096743,0.0,0.0,1.0058276471237744,5.893275673620835,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,ssd,beegfs,ssd,0.038652,0.502914,0.502914,1.686289,-,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.230594,0.230594,0.067709
1,9.322747093711566,0.0386515502096743,0.0,0.0,1.1756338773745167,5.893275673620835,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,beegfs,beegfs,ssd,0.038652,0.587806,0.587827,1.686289,-,0.740471,0.740471,-,-,1.846054,4.047221,-,-,0.230594,0.230594,0.067709
1,9.322747093711566,0.0386515502096743,0.0,0.0,1.1756338773745167,5.893275673620835,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,ssd,beegfs,ssd,0.038652,0.587806,0.587827,1.686289,-,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.230594,0.230594,0.067709
4,9.410154639353038,0.0386515502096743,0.0,0.0,0.5157529127306587,5.893275673620835,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,beegfs,beegfs,0.038652,0.257876,0.257876,1.686289,-,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
2,9.900229373746154,0.0386515502096743,0.0,0.0,1.0058276471237744,5.893275673620835,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,beegfs,beegfs,0.038652,0.502914,0.502914,1.686289,-,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
1,10.070035603996896,0.0386515502096743,0.0,0.0,1.1756338773745167,5.893275673620835,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,beegfs,beegfs,0.038652,0.587806,0.587827,1.686289,-,0.268205,0.268205,-,-,1.846054,4.047221,-,-,0.638093,0.638093,-
4,11.992724891806034,0.0,0.9009429294301372,0.0268923616797743,0.2356378921481932,10.325853121480234,0.4303109022903254,0.0459995619746752,0.0,0.0270881228026942,read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,tmpfs,-,0.117818,0.117820,0.046000,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,0.026892,0.215155,0.215155,0.027088
4,11.992724891806034,0.0,0.9009429294301372,0.0268923616797743,0.2356378921481932,10.325853121480234,0.4303109022903254,0.0459995619746752,0.0,0.0270881228026942,read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,tmpfs,-,0.117818,0.117820,0.046000,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,0.026892,0.215155,0.215155,0.027088
4,12.05117772397994,0.0,0.9009429294301372,0.0211950940044729,0.2356378921481932,10.325853121480234,0.4611885217184416,0.0386515502096743,0.0,0.0677086149887858,read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(13)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,ssd,-,0.117818,0.117820,0.038652,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,0.021195,0.230594,0.230594,0.067709
4,12.05117772397994,0.0,0.9009429294301372,0.0211950940044729,0.2356378921481932,10.325853121480234,0.4611885217184416,0.0386515502096743,0.0,0.0677086149887858,read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(13)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,ssd,-,0.117818,0.117820,0.038652,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,0.021195,0.230594,0.230594,0.067709
2,12.079544449730903,0.0,0.9009429294301372,0.0268923616797743,0.32245745007306303,10.325853121480234,0.4303109022903254,0.0459995619746752,0.0,0.0270881228026942,read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,tmpfs,-,0.161227,0.161230,0.046000,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,0.026892,0.215155,0.215155,0.027088
2,12.079544449730903,0.0,0.9009429294301372,0.0268923616797743,0.32245745007306303,10.325853121480234,0.4303109022903254,0.0459995619746752,0.0,0.0270881228026942,read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,tmpfs,-,0.161227,0.161230,0.046000,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,0.026892,0.215155,0.215155,0.027088
1,12.135403586653036,0.0,0.9009429294301372,0.0268923616797743,0.3783165869951943,10.325853121480234,0.4303109022903254,0.0459995619746752,0.0,0.0270881228026942,read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,tmpfs,-,0.189156,0.189160,0.046000,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,0.026892,0.215155,0.215155,0.027088
1,12.135403586653036,0.0,0.9009429294301372,0.0268923616797743,0.3783165869951943,10.325853121480234,0.4303109022903254,0.0459995619746752,0.0,0.0270881228026942,read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,tmpfs,-,0.189156,0.189160,0.046000,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,0.026892,0.215155,0.215155,0.027088
2,12.13799728190481,0.0,0.9009429294301372,0.0211950940044729,0.32245745007306303,10.325853121480234,0.4611885217184416,0.0386515502096743,0.0,0.0677086149887858,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(13)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,ssd,-,0.161227,0.161230,0.038652,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,0.021195,0.230594,0.230594,0.067709
2,12.13799728190481,0.0,0.9009429294301372,0.0211950940044729,0.32245745007306303,10.325853121480234,0.4611885217184416,0.0386515502096743,0.0,0.0677086149887858,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(13)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,ssd,-,0.161227,0.161230,0.038652,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,0.021195,0.230594,0.230594,0.067709
1,12.19385641882694,0.0,0.9009429294301372,0.0211950940044729,0.3783165869951943,10.325853121480234,0.4611885217184416,0.0386515502096743,0.0,0.0677086149887858,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(13)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,ssd,-,0.189156,0.189160,0.038652,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,0.021195,0.230594,0.230594,0.067709
1,12.19385641882694,0.0,0.9009429294301372,0.0211950940044729,0.3783165869951943,10.325853121480234,0.4611885217184416,0.0386515502096743,0.0,0.0677086149887858,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->stage_in_inference(13)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,ssd,-,0.189156,0.189160,0.038652,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,0.021195,0.230594,0.230594,0.067709
4,12.777271140260796,0.0,0.9009429294301372,0.0,0.2356378921481932,10.325853121480234,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,ssd,beegfs,-,0.117818,0.117820,0.038652,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
4,12.777271140260796,0.0,0.9009429294301372,0.0,0.2356378921481932,10.325853121480234,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,ssd,beegfs,-,0.117818,0.117820,0.038652,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
2,12.864090698185667,0.0,0.9009429294301372,0.0,0.32245745007306303,10.325853121480234,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,ssd,beegfs,-,0.161227,0.161230,0.038652,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
2,12.864090698185667,0.0,0.9009429294301372,0.0,0.32245745007306303,10.325853121480234,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,ssd,beegfs,-,0.161227,0.161230,0.038652,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
1,12.919949835107797,0.0,0.9009429294301372,0.0,0.3783165869951943,10.325853121480234,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,ssd,beegfs,-,0.189156,0.189160,0.038652,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
1,12.919949835107797,0.0,0.9009429294301372,0.0,0.3783165869951943,10.325853121480234,1.2761856469925568,0.0386515502096743,0.0,0.0,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,ssd,beegfs,-,0.189156,0.189160,0.038652,0.053233,0.268205,0.268205,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
4,13.09544357692711,0.0386515502096743,0.0,0.0,0.5157529127306587,10.325853121480234,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,ssd,ssd,ssd,0.038652,0.257876,0.257876,1.686289,-,0.268205,0.268205,-,-,0.669291,9.656563,-,-,0.230594,0.230594,0.067709
2,13.585518311320225,0.0386515502096743,0.0,0.0,1.0058276471237744,10.325853121480234,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,ssd,ssd,ssd,0.038652,0.502914,0.502914,1.686289,-,0.268205,0.268205,-,-,0.669291,9.656563,-,-,0.230594,0.230594,0.067709
1,13.755324541570968,0.0386515502096743,0.0,0.0,1.1756338773745167,10.325853121480234,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,ssd,ssd,ssd,0.038652,0.587806,0.587827,1.686289,-,0.268205,0.268205,-,-,0.669291,9.656563,-,-,0.230594,0.230594,0.067709
4,13.842732087212438,0.0386515502096743,0.0,0.0,0.5157529127306587,10.325853121480234,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,ssd,beegfs,0.038652,0.257876,0.257876,1.686289,-,0.268205,0.268205,-,-,0.669291,9.656563,-,-,0.638093,0.638093,-
4,13.996386506357247,0.0386515502096743,0.9009429294301372,0.0,0.5157529127306587,10.325853121480234,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,beegfs,ssd,ssd,0.038652,0.257876,0.257876,1.686289,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.230594,0.230594,0.067709
2,14.332806821605553,0.0386515502096743,0.0,0.0,1.0058276471237744,10.325853121480234,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,ssd,beegfs,0.038652,0.502914,0.502914,1.686289,-,0.268205,0.268205,-,-,0.669291,9.656563,-,-,0.638093,0.638093,-
2,14.486461240750362,0.0386515502096743,0.9009429294301372,0.0,1.0058276471237744,10.325853121480234,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,beegfs,ssd,ssd,0.038652,0.502914,0.502914,1.686289,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.230594,0.230594,0.067709
1,14.502613051856295,0.0386515502096743,0.0,0.0,1.1756338773745167,10.325853121480234,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,ssd,beegfs,0.038652,0.587806,0.587827,1.686289,-,0.268205,0.268205,-,-,0.669291,9.656563,-,-,0.638093,0.638093,-
1,14.656267471001104,0.0386515502096743,0.9009429294301372,0.0,1.1756338773745167,10.325853121480234,0.4611885217184416,1.6862888557993136,0.0,0.0677086149887858,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(4),ssd,beegfs,ssd,ssd,0.038652,0.587806,0.587827,1.686289,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.230594,0.230594,0.067709
4,14.743675016642575,0.0386515502096743,0.9009429294301372,0.0,0.5157529127306587,10.325853121480234,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,ssd,beegfs,0.038652,0.257876,0.257876,1.686289,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
2,15.23374975103569,0.0386515502096743,0.9009429294301372,0.0,1.0058276471237744,10.325853121480234,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,ssd,beegfs,0.038652,0.502914,0.502914,1.686289,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
1,15.403555981286432,0.0386515502096743,0.9009429294301372,0.0,1.1756338773745167,10.325853121480234,1.2761856469925568,1.6862888557993136,0.0,0.0,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_training(9)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,ssd,beegfs,0.038652,0.587806,0.587827,1.686289,-,0.740471,0.740471,-,0.900943,0.669291,9.656563,-,-,0.638093,0.638093,-
