,operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_ssd_12p,estimated_ts_slope_ssd_12p,estimated_trMiB_beegfs_12p,estimated_ts_slope_beegfs_12p,estimated_trMiB_tmpfs_12p,estimated_ts_slope_tmpfs_12p,estimated_trMiB_ssd_6p,estimated_ts_slope_ssd_6p,estimated_trMiB_beegfs_6p,estimated_ts_slope_beegfs_6p,estimated_trMiB_tmpfs_6p,estimated_ts_slope_tmpfs_6p,estimated_trMiB_ssd_3p,estimated_ts_slope_ssd_3p,estimated_trMiB_beegfs_3p,estimated_ts_slope_beegfs_3p,estimated_trMiB_tmpfs_3p,estimated_ts_slope_tmpfs_3p,estimated_trMiB_beegfs-ssd_14p,estimated_ts_slope_beegfs-ssd_14p,estimated_trMiB_beegfs-ssd_7p,estimated_ts_slope_beegfs-ssd_7p,estimated_trMiB_beegfs-ssd_4p,estimated_ts_slope_beegfs-ssd_4p,estimated_trMiB_beegfs-tmpfs_14p,estimated_ts_slope_beegfs-tmpfs_14p,estimated_trMiB_beegfs-tmpfs_7p,estimated_ts_slope_beegfs-tmpfs_7p,estimated_trMiB_beegfs-tmpfs_4p,estimated_ts_slope_beegfs-tmpfs_4p,estimated_trMiB_ssd-ssd_14p,estimated_ts_slope_ssd-ssd_14p,estimated_trMiB_ssd-ssd_7p,estimated_ts_slope_ssd-ssd_7p,estimated_trMiB_ssd-ssd_4p,estimated_ts_slope_ssd-ssd_4p,estimated_trMiB_tmpfs-tmpfs_14p,estimated_ts_slope_tmpfs-tmpfs_14p,estimated_trMiB_tmpfs-tmpfs_7p,estimated_ts_slope_tmpfs-tmpfs_7p,estimated_trMiB_tmpfs-tmpfs_4p,estimated_ts_slope_tmpfs-tmpfs_4p,estimated_trMiB_beegfs-ssd_37p,estimated_ts_slope_beegfs-ssd_37p,estimated_trMiB_beegfs-ssd_19p,estimated_ts_slope_beegfs-ssd_19p,estimated_trMiB_beegfs-ssd_10p,estimated_ts_slope_beegfs-ssd_10p,estimated_trMiB_beegfs-tmpfs_37p,estimated_ts_slope_beegfs-tmpfs_37p,estimated_trMiB_beegfs-tmpfs_19p,estimated_ts_slope_beegfs-tmpfs_19p,estimated_trMiB_beegfs-tmpfs_10p,estimated_ts_slope_beegfs-tmpfs_10p,estimated_trMiB_ssd-ssd_37p,estimated_ts_slope_ssd-ssd_37p,estimated_trMiB_ssd-ssd_19p,estimated_ts_slope_ssd-ssd_19p,estimated_trMiB_ssd-ssd_10p,estimated_ts_slope_ssd-ssd_10p,estimated_trMiB_tmpfs-tmpfs_37p,estimated_ts_slope_tmpfs-tmpfs_37p,estimated_trMiB_tmpfs-tmpfs_19p,estimated_ts_slope_tmpfs-tmpfs_19p,estimated_trMiB_tmpfs-tmpfs_10p,estimated_ts_slope_tmpfs-tmpfs_10p,estimated_trMiB_beegfs-ssd_24p,estimated_ts_slope_beegfs-ssd_24p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_24p,estimated_ts_slope_beegfs-tmpfs_24p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_24p,estimated_ts_slope_ssd-ssd_24p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_24p,estimated_ts_slope_tmpfs-tmpfs_24p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_tmpfs_1p,estimated_ts_slope_tmpfs_1p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_tmpfs-beegfs_14p,estimated_ts_slope_tmpfs-beegfs_14p,estimated_trMiB_tmpfs-beegfs_7p,estimated_ts_slope_tmpfs-beegfs_7p,estimated_trMiB_tmpfs-beegfs_4p,estimated_ts_slope_tmpfs-beegfs_4p,estimated_trMiB_ssd-beegfs_14p,estimated_ts_slope_ssd-beegfs_14p,estimated_trMiB_ssd-beegfs_7p,estimated_ts_slope_ssd-beegfs_7p,estimated_trMiB_ssd-beegfs_4p,estimated_ts_slope_ssd-beegfs_4p
10,0,1,1057.3529082774048,7.211864471435547,12,12,0.02391716,"[1, 2, 4]",2,6,301.5351518088079,5,7152,openmm,143675-dlt05,stage0000_task0008.h5,0.0,,87.30409240722656,,,,,,,1028.1419431825939,0.010857066496551049,3439.0046407248215,0.010857066496551049,16889.97359688035,0.010857066496551049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,1,1057.3529082774048,7.211864471435547,12,12,0.02391716,"[1, 2, 4]",4,3,301.5351518088079,5,7152,openmm,143675-dlt05,stage0000_task0008.h5,0.0,,43.65204620361328,,,,,,,,,,,,,2003.9970641087393,0.010857066496551049,4751.081209757232,0.010857066496551049,18183.992774455994,0.010857066496551049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",1,12,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.dcd,0.0,,174.60818481445312,908.6624246075997,0.012100228960107984,2766.3212380061186,0.012100228960107984,25594.737969857502,0.012100228960107984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",2,6,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.dcd,0.0,,87.30409240722656,,,,,,,1028.2850855303632,0.012100228960107984,3439.325625566868,0.012100228960107984,16893.483988231972,0.012100228960107984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",4,3,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.dcd,0.0,,43.65204620361328,,,,,,,,,,,,,2004.2801553957358,0.012100228960107984,4751.339863707597,0.012100228960107984,18188.178076541317,0.012100228960107984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",1,12,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.h5,0.0,,174.60818481445312,908.6624246075997,0.012100228960107984,2766.3212380061186,0.012100228960107984,25594.737969857502,0.012100228960107984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",2,6,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.h5,0.0,,87.30409240722656,,,,,,,1028.2850855303632,0.012100228960107984,3439.325625566868,0.012100228960107984,16893.483988231972,0.012100228960107984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",4,3,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.h5,0.0,,43.65204620361328,,,,,,,,,,,,,2004.2801553957358,0.012100228960107984,4751.339863707597,0.012100228960107984,18188.178076541317,0.012100228960107984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,1,1066.6951185495118,7.293895721435547,12,12,0.025185911,"[1, 2, 4]",1,12,289.6022193295112,5,7170,openmm,170276-dlt04,stage0000_task0005.dcd,0.0,,174.60818481445312,908.8797582463574,0.013898150569502535,2766.716567513573,0.013898150569502535,25601.788227790275,0.013898150569502535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,1,1066.6951185495118,7.293895721435547,12,12,0.025185911,"[1, 2, 4]",2,6,289.6022193295112,5,7170,openmm,170276-dlt04,stage0000_task0005.dcd,0.0,,87.30409240722656,,,,,,,1028.4921049086172,0.013898150569502535,3439.789849351547,0.013898150569502535,16898.560885784405,0.013898150569502535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,1,1066.6951185495118,7.293895721435547,12,12,0.025185911,"[1, 2, 4]",4,3,289.6022193295112,5,7170,openmm,170276-dlt04,stage0000_task0005.dcd,0.0,,43.65204620361328,,,,,,,,,,,,,2004.6895756905428,0.013898150569502535,4751.71394154565,0.013898150569502535,18194.231062600367,0.013898150569502535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,1,1066.6951185495118,7.293895721435547,12,12,0.025185911,"[1, 2, 4]",1,12,289.6022193295112,5,7170,openmm,170276-dlt04,stage0000_task0005.h5,0.0,,174.60818481445312,908.8797582463574,0.013898150569502535,2766.716567513573,0.013898150569502535,25601.788227790275,0.013898150569502535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,1,1066.6951185495118,7.293895721435547,12,12,0.025185911,"[1, 2, 4]",2,6,289.6022193295112,5,7170,openmm,170276-dlt04,stage0000_task0005.h5,0.0,,87.30409240722656,,,,,,,1028.4921049086172,0.013898150569502535,3439.789849351547,0.013898150569502535,16898.560885784405,0.013898150569502535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,1,1066.6951185495118,7.293895721435547,12,12,0.025185911,"[1, 2, 4]",4,3,289.6022193295112,5,7170,openmm,170276-dlt04,stage0000_task0005.h5,0.0,,43.65204620361328,,,,,,,,,,,,,2004.6895756905428,0.013898150569502535,4751.71394154565,0.013898150569502535,18194.231062600367,0.013898150569502535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
