region,mean_total,regret_vs_global_best
0,3.0467963693669216,1.1104581958867947
1,4.3698731627421585,2.4335349892620317
2,5.230138782420973,3.293800608940846
3,11.668100632661677,9.73176245918155
4,13.412490950455798,11.47615277697567
5,17.11033496338252,15.173996789902393
6,19.22245564947322,17.28611747599309
7,23.37822340642832,21.44188523294819
8,32.17467877217917,30.238340598699043
