individuals_store,individuals_merge_store,sifting_store,mutation_overlap_store,frequency_store,nodes,total,o1,o2,o3,dur_individuals,dur_individuals_merge,dur_sifting,dur_mutation_overlap,dur_frequency
beegfs,beegfs,ssd,beegfs,tmpfs,5,9990.622234406595,0.0,9895.433634536545,95.18859987005,0.0,165.7495640307514,9895.433634536545,13.758377757136259,95.18859987005
beegfs,beegfs,ssd,tmpfs,tmpfs,5,9990.622234406595,0.0,9895.433634536545,95.18859987005,0.0,165.7495640307514,9895.433634536545,3.186803047395228,95.18859987005
beegfs,beegfs,ssd,ssd,tmpfs,5,9990.622234406595,0.0,9895.433634536545,95.18859987005,0.0,165.7495640307514,9895.433634536545,10.32534579415243,95.18859987005
beegfs,beegfs,ssd,beegfs,ssd,5,9996.919322165042,0.0,9895.433634536545,101.48568762849764,0.0,165.74368527313783,9895.433634536545,13.758377757136259,101.48568762849764
beegfs,beegfs,ssd,tmpfs,ssd,5,9996.919322165042,0.0,9895.433634536545,101.48568762849764,0.0,165.7495640307514,9895.433634536545,3.186803047395228,101.48568762849764
beegfs,beegfs,ssd,ssd,ssd,5,9996.919322165042,0.0,9895.433634536545,101.48568762849764,0.0,165.74368527313783,9895.433634536545,10.32534579415243,101.48568762849764
beegfs,beegfs,beegfs,beegfs,ssd,10,175.61476658479035,0.0,113.50065190212604,62.114114682664294,0.0,113.50065190212604,0.02115105089616711,8.934415860225135,62.114114682664294
beegfs,beegfs,beegfs,ssd,ssd,10,175.61476658479035,0.0,113.50065190212604,62.114114682664294,0.0,113.50065190212604,0.02115105089616711,6.218757105180638,62.114114682664294
beegfs,beegfs,beegfs,tmpfs,ssd,10,175.62064534240392,0.0,113.50653065973961,62.114114682664294,0.0,113.50653065973961,0.022721782953132354,2.945385259460915,62.114114682664294
beegfs,beegfs,beegfs,beegfs,tmpfs,10,203.79889010111475,0.0,113.50653065973961,90.29235944137513,0.0,113.50653065973961,0.022721782953132354,8.934415860225135,90.29235944137513
beegfs,beegfs,beegfs,tmpfs,tmpfs,10,203.79889010111475,0.0,113.50653065973961,90.29235944137513,0.0,113.50653065973961,0.022721782953132354,2.945385259460915,90.29235944137513
beegfs,beegfs,beegfs,ssd,tmpfs,10,203.79889010111475,0.0,113.50653065973961,90.29235944137513,0.0,113.50653065973961,0.022721782953132354,6.218757105180638,90.29235944137513
beegfs,beegfs,beegfs,beegfs,beegfs,10,358.6938969211959,0.0,113.4217744175474,245.27212250364855,0.0,113.4217744175474,0.0,8.934415860225135,245.27212250364855
beegfs,beegfs,beegfs,ssd,beegfs,10,358.7727744057746,0.0,113.50065190212604,245.27212250364855,0.0,113.50065190212604,0.02115105089616711,6.218757105180638,245.27212250364855
beegfs,beegfs,beegfs,tmpfs,beegfs,10,358.7786531633882,0.0,113.50653065973961,245.27212250364855,0.0,113.50653065973961,0.022721782953132354,2.945385259460915,245.27212250364855
beegfs,beegfs,ssd,beegfs,ssd,10,9957.54774921921,0.0,9895.433634536545,62.114114682664294,0.0,113.50065190212604,9895.433634536545,8.934415860225135,62.114114682664294
beegfs,beegfs,ssd,tmpfs,ssd,10,9957.54774921921,0.0,9895.433634536545,62.114114682664294,0.0,113.50653065973961,9895.433634536545,2.945385259460915,62.114114682664294
