operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_003000.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_011500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_021500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_031500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_041500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_051500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_061500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_071500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_081500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_091500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_101500.nc,2,run_idfeature
read,1,314.32939508506615,8.246014595031738,24,24,17.086049457,[2],2,12,0.48261680476720265,pfs,27508,run_tracksingle,149285-dc003,cloudid_20160801_111500.nc,2,run_idfeature
