operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
write,1,5458.654095238096,27.33033561706543,24,24,0.103072319,[8],8,3,265.1568906397209,pfs,5250,run_idfeature,120111-dc038,cloudid_20160803_191500.nc,1,final_data
read,1,7123.240443896424,49.58394241333008,24,24,0.243066196,[8],8,3,203.99357553335008,pfs,7299,run_idfeature,120111-dc038,pr_rlut_mean_sam_2016080120.nc,1,initial_data
read,1,7123.240443896424,49.58394241333008,24,24,0.243066196,[8],8,3,203.99357553335008,pfs,7299,run_idfeature,120111-dc038,pr_rlut_mean_sam_2016080319.nc,1,initial_data
write,1,5459.741917078737,27.377436637878418,24,24,0.08780568,[8],8,3,311.7957361970025,pfs,5258,run_idfeature,120112-dc038,cloudid_20160801_011500.nc,1,final_data
write,1,5459.741917078737,27.377436637878418,24,24,0.08780568,[8],8,3,311.7957361970025,pfs,5258,run_idfeature,120112-dc038,cloudid_20160803_151500.nc,1,final_data
read,1,7141.821443298969,66.06642532348633,24,24,0.260986873,[8],8,3,253.14079809480046,pfs,9700,run_idfeature,120112-dc038,pr_rlut_mean_sam_2016080101.nc,1,initial_data
read,1,7141.821443298969,66.06642532348633,24,24,0.260986873,[8],8,3,253.14079809480046,pfs,9700,run_idfeature,120112-dc038,pr_rlut_mean_sam_2016080315.nc,1,initial_data
write,1,4769.7005714285715,23.880889892578125,24,24,0.094834599,[8],8,3,251.81621627965256,pfs,5250,run_idfeature,120113-dc038,cloudid_20160801_061500.nc,1,final_data
read,1,7141.821443298969,66.06642532348633,24,24,0.217948372,[8],8,3,303.1287855799461,pfs,9700,run_idfeature,120113-dc038,pr_rlut_mean_sam_2016080106.nc,1,initial_data
read,1,7141.821443298969,66.06642532348633,24,24,0.217948372,[8],8,3,303.1287855799461,pfs,9700,run_idfeature,120113-dc038,pr_rlut_mean_sam_2016080316.nc,1,initial_data
write,1,5492.371809523809,27.49915313720703,24,24,0.087139383,[8],8,3,315.57663355508305,pfs,5250,run_idfeature,164395-dc046,cloudid_20160803_071500.nc,1,final_data
read,1,7123.240443896424,49.58394241333008,24,24,0.36472516,[8],8,3,135.9487851436684,pfs,7299,run_idfeature,164395-dc046,pr_rlut_mean_sam_2016080205.nc,1,initial_data
read,1,7123.240443896424,49.58394241333008,24,24,0.36472516,[8],8,3,135.9487851436684,pfs,7299,run_idfeature,164395-dc046,pr_rlut_mean_sam_2016080307.nc,1,initial_data
write,1,834.4444444444445,0.8379650115966797,24,24,0.012590392,[8],8,3,66.55591117390782,pfs,1053,run_idfeature,164396-dc046,cloudid_20160804_201500.nc,1,final_data
read,1,7141.821443298969,33.033212661743164,24,24,0.19948583,[8],8,3,165.5917749232773,pfs,4850,run_idfeature,164396-dc046,pr_rlut_mean_sam_2016080420.nc,1,initial_data
read,1,7141.821443298969,33.033212661743164,24,24,0.08927652,[8],8,3,370.01008396993035,pfs,4850,run_idfeature,164397-dc046,pr_rlut_mean_sam_2016080221.nc,1,initial_data
write,1,4574.979269684291,22.940865516662598,24,24,0.113582257,[8],8,3,201.97578497372697,pfs,5258,run_idfeature,228938-dc049,cloudid_20160801_031500.nc,1,final_data
write,1,4574.979269684291,22.940865516662598,24,24,0.113582257,[8],8,3,201.97578497372697,pfs,5258,run_idfeature,228938-dc049,cloudid_20160801_051500.nc,1,final_data
read,1,7141.821443298969,66.06642532348633,24,24,0.311481902,[8],8,3,212.10357616053832,pfs,9700,run_idfeature,228938-dc049,pr_rlut_mean_sam_2016080103.nc,1,initial_data
read,1,7141.821443298969,66.06642532348633,24,24,0.311481902,[8],8,3,212.10357616053832,pfs,9700,run_idfeature,228938-dc049,pr_rlut_mean_sam_2016080105.nc,1,initial_data
write,1,9367.055802155992,14.087531089782715,24,24,0.046839959,[8],8,3,300.7588262360075,pfs,1577,run_idfeature,228939-dc049,cloudid_20160804_111500.nc,1,final_data
read,1,7141.821443298969,33.033212661743164,24,24,0.164634705,[8],8,3,200.6454997550071,pfs,4850,run_idfeature,228939-dc049,pr_rlut_mean_sam_2016080411.nc,1,initial_data
write,1,5449.585142857143,27.284929275512695,24,24,0.116749001,[8],8,3,233.70589077257026,pfs,5250,run_idfeature,228940-dc049,cloudid_20160803_201500.nc,1,final_data
