operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_003000.nc,1,initial_data
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_011500.nc,1,initial_data
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_021500.nc,1,initial_data
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_031500.nc,1,initial_data
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_041500.nc,1,initial_data
write,1,5162.401605477511,291.93394470214844,24,24,0.995835546,[8],8,3,293.15477427449497,pfs,59297,run_idfeature,44464-dc173,cloudid_20160801_091500.nc,1,
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_101500.nc,1,initial_data
write,1,5162.401605477511,291.93394470214844,24,24,0.995835546,[8],8,3,293.15477427449497,pfs,59297,run_idfeature,44464-dc173,cloudid_20160801_111500.nc,1,
read,1,4778.78475774349,433.90590476989746,24,24,8.118575178,[8],8,3,53.446065997603974,pfs,95209,run_idfeature,44464-dc173,cloudid_20160801_191500.nc,1,initial_data
write,1,5162.401605477511,291.93394470214844,24,24,0.995835546,[8],8,3,293.15477427449497,pfs,59297,run_idfeature,44464-dc173,cloudid_20160801_201500.nc,1,
