operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_011500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_031500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_041500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_071500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_081500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_131500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_141500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_151500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_161500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_191500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_201500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_211500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160801_221500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_001500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_011500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_041500.nc,1,initial_data
write,1,5719.693246555659,322.6742305755615,48,48,1.082556643,[8],8,6,298.0668334188602,pfs,59155,run_idfeature,25291-dc143,cloudid_20160802_041500.nc,1,
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_051500.nc,1,initial_data
write,1,5719.693246555659,322.6742305755615,48,48,1.082556643,[8],8,6,298.0668334188602,pfs,59155,run_idfeature,25291-dc143,cloudid_20160802_051500.nc,1,
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_081500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_101500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_141500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_151500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_161500.nc,1,initial_data
write,1,5719.693246555659,322.6742305755615,48,48,1.082556643,[8],8,6,298.0668334188602,pfs,59155,run_idfeature,25291-dc143,cloudid_20160802_161500.nc,1,
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_171500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_181500.nc,1,initial_data
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_191500.nc,1,initial_data
write,1,5719.693246555659,322.6742305755615,48,48,1.082556643,[8],8,6,298.0668334188602,pfs,59155,run_idfeature,25291-dc143,cloudid_20160802_201500.nc,1,
read,1,4763.450761995042,498.39755058288574,48,48,10.346569211,[8],8,6,48.17032007605113,pfs,109712,run_idfeature,25291-dc143,cloudid_20160802_221500.nc,1,initial_data
